ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
DE000LS9EZA4,LS9EZA,"MfC Solid Growth","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZB2,LS9EZB,p-alpha_Dividende_Plus,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9EZD8,LS9EZD,"Produkte&Anwendungen des Alltags","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZE6,LS9EZE,"Globale Opportunities","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9EZF3,LS9EZF,"Uzunel A&W Metehan","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZH9,LS9EZH,"MomentumStars ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZJ5,LS9EZJ,"Online Gaming","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZK3,LS9EZK,"Marktbeobachtungs Trading","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZL1,LS9EZL,weltfinanzen,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9EZM9,LS9EZM,"Zentrum Technik","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZQ0,LS9EZQ,"Quer durch die Welt","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9EZR8,LS9EZR,"DAX AKTIEN UND ETF-WERTE","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZT4,LS9EZT,"Beginners World","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZU2,LS9EZU,swing,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9EZV0,LS9EZV,"STRATEGIE NACH BUFFETT","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9EZW8,LS9EZW,"Swing- und Positionstrading A","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9EZX6,LS9EZX,NearField,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAB2,LS9FAB,"Stable Growth Global","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAC0,LS9FAC,"Nolte´s grow & div strategie","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAD8,LS9FAD,"KONSUM WELTWEIT","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAE6,LS9FAE,"Der moderne Wirtschaftssektor","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAH9,LS9FAH,"Darvas System Top Wachstumswerte","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAJ5,LS9FAJ,SupernovaTrend,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAN7,LS9FAN,"CHI Best Performance","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAP2,LS9FAP,"Trendfolge Aktien US / EU","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAU2,LS9FAU,"BAUMEISTER FONDS- & ETF-Werte","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAV0,LS9FAV,"Overperfomance u. Dividende","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAW8,LS9FAW,"Healthcare&Biotech P","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAX6,LS9FAX,"Hacke Invest ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAY4,LS9FAY,"Antifragment - InTheLongRun","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FAZ1,LS9FAZ,Kleinanleger-Strategie,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBA2,LS9FBA,Verteidigung,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBB0,LS9FBB,E-Health,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBC8,LS9FBC,"DE 30 Hebel long short","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FBD6,LS9FBD,"MT-Trading mit klaren Regeln","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FBE4,LS9FBE,"gehebelter Mittelfrist-Trend","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FBF1,LS9FBF,"PREVIOUS YEAR'S WINNER ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBG9,LS9FBG,Heimtiere,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBH7,LS9FBH,"Dynamic Global Growth ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBK1,LS9FBK,"Schwerpunkt Europa","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FBL9,LS9FBL,"Börsenformel Invest-Strategie","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBP0,LS9FBP,"Deutsche Top Trends","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FBQ8,LS9FBQ,"Kontinuität","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBR6,LS9FBR,"IWW  invest with Wenk","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FBS4,LS9FBS,Zugwinde,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBT2,LS9FBT,"White Eagle Value ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBU0,LS9FBU,"Internet Titans","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBW6,LS9FBW,"Value & Liquidität","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FBX4,LS9FBX,Undervaluationstocks,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FBZ9,LS9FBZ,"Global Selection mit ETF-Werte","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FCD4,LS9FCD,"Nachhaltiges Investment","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FCF9,LS9FCF,"Breite Streuung","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FCJ1,LS9FCJ,"FairInvest Value Strategy +","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FCK9,LS9FCK,"Trendaktienwerte weltweit","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FCL7,LS9FCL,"Dividendenjäger Deutschland","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FCM5,LS9FCM,"Simple Value Investing","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FCN3,LS9FCN,"Top Acquisition Targets","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FCQ6,LS9FCQ,"Konservative Dividendenstrategie","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FCR4,LS9FCR,"Global Economy","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FCS2,LS9FCS,Lasterinvestment,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FCZ7,LS9FCZ,"Glückskochbuch","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FDB6,LS9FDB,"IMMOBILIEN ETF-WERTE","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FDD2,LS9FDD,"Stock Market Follower","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FDF7,LS9FDF,RawAgriHealthEnergy,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FDG5,LS9FDG,"US Top Trends","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FDP6,LS9FDP,"Global Blue","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FDT8,LS9FDT,"HB High Potentials","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FDU6,LS9FDU,"Gemischtwarenladen II","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FDW2,LS9FDW,"All In One ***TURBO***","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FDX0,LS9FDX,"AlphaAktien & MultiAssets +Hedge","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FDY8,LS9FDY,"Trendfolge Aktien Lehne","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FDZ5,LS9FDZ,"Investieren in Robotertechnik","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FEA6,LS9FEA,Future-Stars,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FED0,LS9FED,"Trend Select Technology","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEE8,LS9FEE,Innovationsperlen,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEG3,LS9FEG,"Intelligent Matrix Trend","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEL3,LS9FEL,"Trendstrategie Diabetes","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEM1,LS9FEM,"Rebalancing Value Antizyklisch","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEP4,LS9FEP,Monatsstrategie-Deutschland,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FER0,LS9FER,"Uptrending High Quality Stocks","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FES8,LS9FES,TopDefence,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEU4,LS9FEU,"High Speed no Leverage","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEV2,LS9FEV,"Schatten 2.0","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEX8,LS9FEX,"Global Dividend + Growth System","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FEY6,LS9FEY,"BK Todsünden Strategie I","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFC9,LS9FFC,"Happy Trading Deutsche Aktien","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFE5,LS9FFE,"ValueTrend OT","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFF2,LS9FFF,Best-of-Switzerland,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFG0,LS9FFG,"TI TSI-Strategie +","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFH8,LS9FFH,Techmix,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFL0,LS9FFL,"Die Top Aktien aus Amerika","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFN6,LS9FFN,"Die Top Aktien aus Deutschland","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFQ9,LS9FFQ,"CHANCEN JETZT NUTZEN","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FFR7,LS9FFR,"Internet Dynamik","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFS5,LS9FFS,"Aktien-Werte Asien nach Ichimoku","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFT3,LS9FFT,"50 BEST OF CLASS FONDS-WERTE","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFU1,LS9FFU,Devisenbasar,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FFV9,LS9FFV,"Euro Blue Chips","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FFW7,LS9FFW,"Substantielles Wachstum","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FGA1,LS9FGA,"invest willing to take risks","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGB9,LS9FGB,"TURBO-TRENDFOLGE 50:50","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGD5,LS9FGD,"Gold Invest LT","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGE3,LS9FGE,"Premium Invest","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGF0,LS9FGF,"Sondersituationen nutzen","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FGG8,LS9FGG,"Trends & Wachstum,  auch gehebelt","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGH6,LS9FGH,"Norlha - Faktor Trading","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGK0,LS9FGK,"Passiv Momentum 12M","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FGL8,LS9FGL,"Weber Investment Strategy","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGN4,LS9FGN,"Top US Werte 2015","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FGP9,LS9FGP,"TURBO BIS 5 POSITIONEN","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGR5,LS9FGR,"Euro / USD Swinging","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGS3,LS9FGS,EsspapierInvestment,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FGT1,LS9FGT,"Chancen im Technologiesektor","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGU9,LS9FGU,"E-BUSINEXX - Best of E-Business","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FGV7,LS9FGV,"Triple Play","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FGW5,LS9FGW,"Deutschland Long/Short","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FGY1,LS9FGY,"ETFive Long/Short","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHD3,LS9FHD,"Quo Vadis mixed strategies","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FHE1,LS9FHE,"2-Stock Swingtrading","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHF8,LS9FHF,"US DE Markt kurz bis langfristig","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FHG6,LS9FHG,Changes,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHK8,LS9FHK,"Delta Erneuerbare Energien","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHL6,LS9FHL,"BREITE STREUUNG ETF-WERTE","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHM4,LS9FHM,High-Champions,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHP7,LS9FHP,"Trends2 Light","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FHQ5,LS9FHQ,"Antizyklisch - Hartgesottene","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHS1,LS9FHS,"LOW VOLA & DEFENSIV 10 ETF-WERTE","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHV5,LS9FHV,"Renner Aktien ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FHZ6,LS9FHZ,"Kompensation PLUS","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJA5,LS9FJA,BasicNeeds,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJB3,LS9FJB,"ST Trendfolge Aktien USA","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJD9,LS9FJD,"DE30 TRADING GEHEBELT","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FJE7,LS9FJE,"Invest Diskretionär","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJF4,LS9FJF,"Umsatzentwicklung 5","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJG2,LS9FJG,"Des Koenigs gefallene Engel","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJN8,LS9FJN,"High-risk intuitive Flex-Trading","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FJQ1,LS9FJQ,"Value plus Chance","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FJR9,LS9FJR,"Value Invest Long Term","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJS7,LS9FJS,"Performance Aktien","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJT5,LS9FJT,"regelbasierte Trendfolge USA ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJU3,LS9FJU,"Wachstum mit stabilen Werten","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FJV1,LS9FJV,"TURBO-Technik II","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FJW9,LS9FJW,"cptrading QUALITY SHARES","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FJZ2,LS9FJZ,"Trend Select Germany","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKC9,LS9FKC,"MaxiMin Stabiler Renditeturbo","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKD7,LS9FKD,"MCG Emerging Markets Balanced","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKE5,LS9FKE,"pinche loco","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKG0,LS9FKG,"Autonome Mobilität","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKK2,LS9FKK,"DivDachs Swingtrading","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKL0,LS9FKL,"Region Rotation","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKN6,LS9FKN,"Special Trades","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKP1,LS9FKP,"FutureInvest Value Strategy +","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKQ9,LS9FKQ,Gemischtwarenladen,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FKS5,LS9FKS,"Deutschl. Analysten-Empfehlungen","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKT3,LS9FKT,FUNDAMENTALIX,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FKX5,LS9FKX,"Social Media Stars","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKY3,LS9FKY,"Wellenreiter Invest","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FKZ0,LS9FKZ,"SATTE DIVIDENDEN","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FLA1,LS9FLA,"Global und Universal","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FLD5,LS9FLD,TPHealth_and_Hightech,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FLF0,LS9FLF,"Der richtige Riecher","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FLH6,LS9FLH,"alle Anlagen des Universums","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FLJ2,LS9FLJ,"Guerilla Strategie","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FLL8,LS9FLL,"Solar & Windkraft nach Ichimoku","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FLM6,LS9FLM,"Largest Consumer Companys","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FLN4,LS9FLN,"MB Bonds Mix","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FLP9,LS9FLP,"Derivate-Werte a la Carte","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FLQ7,LS9FLQ,Wachstumsstrategie,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FLS3,LS9FLS,"HB Multi Opportunities","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FLT1,LS9FLT,"Best of High Risiko Trading","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FLV7,LS9FLV,HD_Speku30,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FLY1,LS9FLY,"QPI Advantage No 3","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FLZ8,LS9FLZ,"-Dividend Aristocrats-","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FMA9,LS9FMA,"KT-STRATEGIE HEBEL / TURBO","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FMC5,LS9FMC,High-Flyer,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FME1,LS9FME,Marktinvestment,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FMF8,LS9FMF,"Riu Trading - Relative Stärke","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FMG6,LS9FMG,"Momentumstrategie Swiss Aktien","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FMH4,LS9FMH,"C&V Global TopSelect Dynamic","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FMJ0,LS9FMJ,"C&V Total Return Dynamic","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FML6,LS9FML,"Weekly Trading Totalreturn HUI 1","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FMM4,LS9FMM,"IR-System Ausgeglichen","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FMN2,LS9FMN,Dividendensaison,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FMP7,LS9FMP,"On the Supertrends","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FMQ5,LS9FMQ,"Dynamic großer Titel ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FMR3,LS9FMR,"Digitale Transformation","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FMS1,LS9FMS,"FamousLex USA Growth","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FMV5,LS9FMV,"Trendfolge Small Caps","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FMZ6,LS9FMZ,"Kapitalmarkt Wiki 30/70","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FNA7,LS9FNA,Blaesing,"sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FNB5,LS9FNB,"Schnäppchenjäger 2","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FND1,LS9FND,"GEOPOLITICAL BIZ TREND ","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FNG4,LS9FNG,OnlyMathe,"sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FNH2,LS9FNH,"VP Chance","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FNJ8,LS9FNJ,"Wachstum,  weniger Vola.","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FNK6,LS9FNK,"MGo Global Investment Chances","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FNL4,LS9FNL,"Rosinen Investment","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FNM2,LS9FNM,"KDB System","sonstige Anlagezertifikate","wikifolio-Zertifikate mit Hebelprodukten"
DE000LS9FNN0,LS9FNN,"IR-System Tendenz Risikoscheu","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
DE000LS9FNQ3,LS9FNQ,"DW Value Invest","sonstige Anlagezertifikate","wikifolio-Zertifikate ohne Hebelprodukte"
