ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
AN8068571086,853390,"SCHLUMBERGER   DL-, 01","Aktien USA","Aktien USA Select"
AT000000STR1,A0M23V,STRABAG,"Aktien Europa","Aktien Europa Select"
AT00000AMAG3,A1JFYU,"AMAG AUSTRIA METALL AG","Aktien Europa","Aktien Europa Select"
AT00000FACC2,A1147K,"FACC AG","Aktien Europa","Aktien Europa Select"
AT00000VIE62,A2AMK9,"FLUGHAFEN WIEN","Aktien Europa","Aktien Europa Select"
AT0000606306,A0D9SU,"RAIFFEISEN INTL","Aktien Europa","Aktien Europa Select"
AT0000609607,850185,"PORR AG","Aktien Europa","Aktien Europa Select"
AT0000615364,A0ER7P,"3 BANKEN STAATSANLEIHEN","Aktien International","Aktien International"
AT0000616701,A0F5L6,"ATHOS IMMOBILIEN AG. INH.","Aktien Europa","Aktien Europa Select"
AT0000625108,854018,"OBERBANK AG","Aktien Europa","Aktien Europa Select"
AT0000641352,876520,"CA IMMOBILIEN ANLAGEN AG","Aktien Europa","Aktien Europa Select"
AT0000644505,852927,"LENZING AG","Aktien Europa","Aktien Europa Select"
AT0000646799,A0J36T,"ERSTE RESP.ST.EURR01TEO",Fonds,"Fonds Aktien"
AT0000652011,909943,"ERSTE BANK","Aktien Europa","Aktien Europa Select"
AT0000652250,902388,"SPARKASSEN IMMOBILIEN","Aktien Europa","Aktien Europa Select"
AT0000662275,255243,"3 BANKEN OESTERREICH-FDS",Fonds,"Fonds Aktien"
AT0000720008,588811,"TELEKOM AUSTRIA","Aktien Europa","Aktien Europa Select"
AT0000730007,632305,ANDRITZ,"Aktien Europa","Aktien Europa Select"
AT0000741053,878279,"EVN ENERGIEVERSG","Aktien Europa","Aktien Europa Select"
AT0000743059,874341,"OMV AG","Aktien Europa","Aktien Europa Select"
AT0000745856,591730,"RAIFF.EURASIEN-AKT.RA ST.",Fonds,"Fonds Aktien"
AT0000746409,877738,"VERBUND AG       INH. A","Aktien Europa","Aktien Europa Select"
AT0000758305,919964,PALFINGER,"Aktien Europa","Aktien Europa Select"
AT0000785225,534049,"RAIFF.-EUROPA-AKTIEN RVTA",Fonds,"Fonds Aktien"
AT0000785241,622904,"RAIFF.-OSTEUR.-AKT.RVT S.",Fonds,"Fonds Aktien"
AT0000785407,922985,"FABASOFT AG","Aktien Deutschland","Aktien Sonstige"
AT0000785555,870378,"SEMPERIT AG HOLDING","Aktien Europa","Aktien Europa Select"
AT0000815402,852735,"UBM DEVELOPMENT AG","Aktien Europa","Aktien Europa Select"
AT0000818802,915210,"DO&CO RESTAURANTS&CATERING AG","Aktien Europa","Aktien Europa Select"
AT0000821103,928900,"UNIQA VERS","Aktien Europa","Aktien Europa Select"
AT0000825393,541664,"C-QUADRAT ARTS BEST.MOM.T",Fonds,"Fonds Aktien"
AT0000827209,A0LGV4,"WARIMPEX FIN.U.BETEIL. AG","Aktien Europa","Aktien Europa Select"
AT0000831706,852894,WIENERBERGER,"Aktien Europa","Aktien Europa Select"
AT0000834007,893975,"WOLFORD AG","Aktien Europa","Aktien Europa Select"
AT0000837307,A0JLPR,ZUMTOBEL,"Aktien Europa","Aktien Europa Select"
AT0000857412,988044,"AMUNDI AUSTRIA STOCK A",Fonds,"Fonds Aktien"
AT0000857768,973093,"IQAM SHORTTERM EUR RA",Fonds,"Fonds Renten"
AT0000858147,970995,"ERSTE STOCK VIENNA A",Fonds,"Fonds Aktien"
AT0000859509,971129,"RAIF.-NACHHAL.-RENT (R)A",Fonds,"Fonds Renten"
AT0000908504,A0ET17,"VIENNA INSURANCE GROUP","Aktien Europa","Aktien Europa Select"
AT0000913942,974145,"SCHOELLERBK AKTIENF.VAL.A",Fonds,"Fonds Aktien"
AT0000922554,892502,"ROSENBAUER INTERNATIONAL AG","Aktien Europa","Aktien Europa Select"
AT0000936513,973205,"RAIFF.-OSTEUR.-AKT.RA ST.",Fonds,"Fonds Aktien"
AT0000937503,897200,"VOESTALPINE AG","Aktien Europa","Aktien Europa Select"
AT0000938204,890447,"MAYR-MELNHOF KARTON","Aktien Europa","Aktien Europa Select"
AT0000946652,907391,SCHOELLER-BLECKMANN,"Aktien Europa","Aktien Europa Select"
AT0000969985,922230,"AT+S AUSTR.T.+SYSTEMT.","Aktien Europa","Aktien Europa Select"
AT0000996681,926452,"RAIFF.-EURO-RENT R A ST.",Fonds,"Fonds Renten"
AT0000A00XX9,A0JL31,"POLYTEC HOLDING AG","Aktien Europa","Aktien Europa Select"
AT0000A00Y78,A0JKWU,"PETRO WELT TECHNOLOGIE.AG","Aktien Deutschland","Aktien Sonstige"
AT0000A0E9W5,A0X9EJ,"KONTRON AG O.N","Aktien Deutschland","Aktien Sonstige"
AT0000A18XM4,A118Z8,"AMS-OSRAM AG","Aktien Europa","Aktien Europa Select"
AT0000A21KS2,A2JN9W,"IMMOFINANZ AG INH.","Aktien Europa","Aktien Europa Select"
AT0000A25NJ6,A2PBHR,"WOLFTANK-ADISA HLDG O.N.","Aktien Europa","Aktien Europa Select"
AT0000A2B4T3,A2PT6U,"GLOBALPORTFOLIOONE RT",Fonds,"Fonds Aktien"
AT0000APOST4,A0JML5,"OESTERR POST","Aktien Europa","Aktien Europa Select"
AT0000BAWAG2,A2DYJN,"BAWAG GROUP AG INHABER AKTIEN O.N.","Aktien Europa","Aktien Europa Select"
AT0000KTMI02,A2JKHY,"PIERER MOBILITY AG","Aktien Europa","Aktien Europa Select"
AT000ADDIKO0,A2PMK5,"ADDIKO BANK AG INH.","Aktien Europa","Aktien Europa Select"
AT000AGRANA3,A2NB37,"AGRANA BET.AG INH.","Aktien Europa","Aktien Europa Select"
AT000KAPSCH9,A0MUZU,"KAPSCH TRAFFICCOM AG","Aktien Europa","Aktien Europa Select"
ATFREQUENT09,A2PHG5,"FREQUENTIS AG","Aktien Europa","Aktien Europa Select"
ATMARINOMED6,A2N9MM,"MARINOMED BIOTECH AG INH.","Aktien Europa","Aktien Europa Select"
AU0000003816,A2PDU9,"CLEARVUE TECH. LTD","Aktien International","Aktien International"
AU0000004772,A2JMMA,"ADRIATIC METALS PLC CDIS","Aktien International","Aktien International"
AU0000005001,A2JHPB,"COPPER MOUNT.MIN. CDI","Aktien International","Aktien International"
AU0000005159,A2JJ6E,"JUPITER MINES LTD","Aktien International","Aktien International"
AU0000006124,A2JHF9,"ACROW FORMW.+CONSTR.S.LTD","Aktien International","Aktien International"
AU0000006934,A2JHXL,"NEW WORLD RESOURCES LTD.","Aktien International","Aktien International"
AU0000007627,A2JH72,"INFINITY LITHIUM CORP.","Aktien International","Aktien International"
AU00000088E2,A14PRT,"88 ENERGY LTD","Aktien International","Aktien International"
AU000000AAC9,763858,"AUSTRALIAN AGRICULT.","Aktien International","Aktien International"
AU000000ABC7,866475,"ADELAIDE BRIGHTON LTD.","Aktien International","Aktien International"
AU000000ABP9,813933,"ABACUS PROPERTY GRP UTS","Aktien International","Aktien International"
AU000000AC89,A2DLBP,"AUSCANN GROUP HLDGS O.N.","Aktien International","Aktien International"
AU000000ACB7,A0JMQV,"A-CAP ENERGY LTD.","Aktien International","Aktien International"
AU000000ACW3,A0MZH8,"ACTINOGEN MEDICAL LTD.","Aktien International","Aktien International"
AU000000ADX9,875366,"ADX ENERGY LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000ADY7,A0B9TU,"ADMIRALTY RESOURCES N.L. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000AEE7,A0JMMZ,"AURA ENERGY LTD","Aktien International","Aktien International"
AU000000AGL7,A12FQM,"AGL ENERGY LTD.","Aktien International","Aktien International"
AU000000AGR4,A1C58J,"AGUIA RES LTD      AD-, 20","Aktien International","Aktien International"
AU000000AJX6,A1CTT8,"ALEXIUM INTERNATIONAL GRP","Aktien International","Aktien International"
AU000000AKP0,A1H5Q8,"AUDIO PIXELS HOLDINGS LTD","Aktien International","Aktien International"
AU000000ALK9,863617,"ALKANE RESOURCES LTD.","Aktien International","Aktien International"
AU000000ALL7,901652,"ARISTOCRAT LEISURE","Aktien International","Aktien International"
AU000000ALQ6,A1J2YC,"ALS LTD","Aktien International","Aktien International"
AU000000ALU8,924627,"ALTIUM LTD.","Aktien International","Aktien International"
AU000000ALY0,A0M162,"ALCHEMY RESOURCES LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000AMA8,A0KEP5,"AMA GROUP LTD.","Aktien International","Aktien International"
AU000000AMC4,A2PMGB,"AMCOR PLC CDI/1    DL-, 01","Aktien International","Aktien International"
AU000000AMI1,A115FX,"AURELIA METALS","Aktien International","Aktien International"
AU000000AML5,A2ADL1,"AEON METALS LTD.","Aktien International","Aktien International"
AU000000AMP6,914928,"AMP LTD ORD NPV","Aktien International","Aktien International"
AU000000ANL3,A2DJ27,"AMANI GOLD LTD","Aktien International","Aktien International"
AU000000ANN9,552832,"ANSELL LTD.","Aktien International","Aktien International"
AU000000ANO7,A0DP2L,"ADVANCE NANOTEK LTD.","Aktien International","Aktien International"
AU000000ANP4,982306,"ANTISENSE THERAPEUTICS","Aktien International","Aktien International"
AU000000AON7,A0M5PT,"APOLLO MINERALS LTD","Aktien International","Aktien International"
AU000000AOU2,A1J8JP,"AUROCH MINERALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000APA1,577578,"APA GROUP STPLD. SECS.","Aktien International","Aktien International"
AU000000APX3,A12HVN,"APPEN LTD","Aktien International","Aktien International"
AU000000APZ8,692185,"ASPEN GROUP UTS","Aktien International","Aktien International"
AU000000ARL4,A2DHES,"ARDEA RESOURCES LTD. O.N.","Aktien International","Aktien International"
AU000000ARU5,787896,"ARAFURA RESOURCES LTD.","Aktien International","Aktien International"
AU000000ARV3,A0MK5T,"ARTEMIS RESOURCES LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000ASB3,918412,"AUSTAL LTD","Aktien International","Aktien International"
AU000000ASN8,A2AC6W,"ANSON RESOURCES LTD","Aktien International","Aktien International"
AU000000ASP3,A0NGFS,"ASPERMONT LTD","Aktien International","Aktien International"
AU000000ASX7,916902,"ASX LTD.","Aktien International","Aktien International"
AU000000ATC9,A12E90,"ALTECH CHEMICALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000AUC7,A0YE9R,"AUSGOLD LTD","Aktien International","Aktien International"
AU000000AUZ8,A0BLDP,"AUSTRALIAN MINES LTD.","Aktien International","Aktien International"
AU000000AVG6,A0ND5K,"AUSTRALIAN VINTAGE LTD","Aktien International","Aktien International"
AU000000AVH4,A2P8DT,"AVITA THERAP.CDIS/5/1","Aktien International","Aktien International"
AU000000AVL6,A2ABRH,"AUSTRALIAN VANADIUM LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000AVZ6,A0MXC7,"AVZ MINERALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000AWC3,164281,"ALUMINA LTD","Aktien International","Aktien International"
AU000000AXE7,A0MWX3,"ARCHER MATERIALS LTD.","Aktien International","Aktien International"
AU000000AZI3,A2H82D,"ALTAMIN LTD.","Aktien International","Aktien International"
AU000000AZJ1,A1J9LC,"AURIZON HLDGS LTD","Aktien International","Aktien International"
AU000000BAT1,A2DJ28,"BATTERY MINERALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000BCI0,A0LE2R,"BCI MINERALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000BEN6,919400,"BENDIGO BANK LTD.","Aktien International","Aktien International"
AU000000BGA8,A1JJ7U,"BEGA CHEESE LTD.","Aktien International","Aktien International"
AU000000BHP4,850524,"BHP GROUP LTD.    DL -, 50","Aktien International","Aktien International"
AU000000BKL7,918407,"BLACKMORES LTD.","Aktien International","Aktien International"
AU000000BKY0,911733,"BERKELEY ENERGIA LTD.","Aktien International","Aktien International"
AU000000BLD2,935163,"BORAL LTD","Aktien International","Aktien International"
AU000000BLY8,A3C5J2,"BOART LONGYEAR GRP CDI","Aktien International","Aktien International"
AU000000BMN9,A0EAC6,"BANNERMAN RES LTD","Aktien International","Aktien International"
AU000000BNO5,936199,"BIONOMICS LTD.","Aktien International","Aktien International"
AU000000BNR8,A0YGXR,"BULLETIN RESOURCES LTD","Aktien International","Aktien International"
AU000000BOE4,A0MS65,"BOSS ENERGY LTD.","Aktien International","Aktien International"
AU000000BOQ8,338128,"BANK OF QUEENSLAND LTD.","Aktien International","Aktien International"
AU000000BPT9,859699,"BEACH ENERGY LTD.","Aktien International","Aktien International"
AU000000BRK4,A14VRS,"BROOKSIDE ENERGY","Aktien International","Aktien International"
AU000000BRN8,A14Z7W,"BRAINCHIP HOLDINGS LTD","Aktien International","Aktien International"
AU000000BSE5,A0Q7M2,"BASE RESOURCES LTD.","Aktien International","Aktien International"
AU000000BSL0,633434,"BLUESCOPE STEEL LTD.","Aktien International","Aktien International"
AU000000BSX5,A2DGXT,"BLACKSTONE MINERALS","Aktien International","Aktien International"
AU000000BUX1,A0MYJD,"BUXTON RESOURCES LTD","Aktien International","Aktien International"
AU000000BVS9,A2DGXJ,"BRAVURA SOLUTIONS LTD.","Aktien International","Aktien International"
AU000000BWP3,577633,"BWP TRUST UNITS","Aktien International","Aktien International"
AU000000BXB1,A0LA6D,"BRAMBLES LTD","Aktien International","Aktien International"
AU000000CAI2,A2DY0W,"CALIDUS RES LTD","Aktien International","Aktien International"
AU000000CAN2,A2DSUQ,"CANN GROUP LTD","Aktien International","Aktien International"
AU000000CAR3,A14PN8,"CARSALES.COM LTD.","Aktien International","Aktien International"
AU000000CAV5,A0MJ31,"CARNAVALE RESOURCES LTD","Aktien International","Aktien International"
AU000000CBA7,882695,"COMMONWEALTH BK","Aktien International","Aktien International"
AU000000CCP3,A0D99X,"CREDIT CORP. GROUP LTD.","Aktien International","Aktien International"
AU000000CDD7,A0CA2K,"CARDNO LTD.","Aktien International","Aktien International"
AU000000CE10,A2DWL4,"CALIMA ENERGY","Aktien International","Aktien International"
AU000000CGC2,A14WR6,"COSTA GRP HLDGS","Aktien International","Aktien International"
AU000000CHN7,A0JDKP,"CHALICE MINING LTD.","Aktien International","Aktien International"
AU000000CIA2,A111EF,"CHAMPION IRON","Aktien International","Aktien International"
AU000000CKF7,A1JCYL,"COLLINS FOODS LTD","Aktien International","Aktien International"
AU000000CLA6,A1J56G,"CELSIUS RESOURCES LTD.","Aktien International","Aktien International"
AU000000CLZ3,A0NA2L,"CLASSIC MINERALS LTD.","Aktien International","Aktien International"
AU000000CMM9,A2AEH7,"CAPRICORN METALS LTD","Aktien International","Aktien International"
AU000000CMW8,A0ESJ6,"CROMWELL PTY GP STPLD SEC","Aktien International","Aktien International"
AU000000CNJ3,A1W2NL,"CONICO LTD","Aktien International","Aktien International"
AU000000CNW6,A14V9H,"CIRRUS NETWORKS HOLDINGS LTD. REGISTERED SHARES O.","Aktien International","Aktien International"
AU000000COB8,A2DG1B,"COBALT BLUE HOLDINGS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000COH5,898321,"COCHLEAR LTD","Aktien International","Aktien International"
AU000000CPH2,A2DWWZ,"CRESO PHARMA LTD","Aktien International","Aktien International"
AU000000CPU5,907458,"COMPUTERSHARE LTD.","Aktien International","Aktien International"
AU000000CSL8,890952,"CSL LTD ORD NPV","Aktien International","Aktien International"
AU000000CSR5,855877,"CSR LTD.","Aktien International","Aktien International"
AU000000CSS3,A0HL4J,"CLEAN SEAS TUNA LTD","Aktien International","Aktien International"
AU000000CTD3,A0YDGL,"CORPORATE TRAVEL MNGNT","Aktien International","Aktien International"
AU000000CTO0,892606,"CITIGOLD CORPORATION LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000CTP7,A0JJWF,"CENTRAL PETROLEUM LTD","Aktien International","Aktien International"
AU000000CUV3,A0JEGY,"CLINUVEL PHARMACEUTICALS","Aktien International","Aktien International"
AU000000CWY3,A2AD6E,"CLEANAWAY WASTE MNGMT","Aktien International","Aktien International"
AU000000CXO2,A0YJ93,"CORE LITHIUM LTD.","Aktien International","Aktien International"
AU000000CXU9,A0RPBW,"CAULDRON ENERGY LTD.","Aktien International","Aktien International"
AU000000DCC9,A115DQ,"DIGITALX LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000DCN6,A1J69Z,"DACIAN GOLD LTD","Aktien International","Aktien International"
AU000000DEG6,633879,"DE GREY MINING LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000DEM4,A2DNYE,"DE.MEM LTD O.N.","Aktien International","Aktien International"
AU000000DHG9,A2H7MR,"DOMAIN HLDGS AUSTR. LTD","Aktien International","Aktien International"
AU000000DMP0,A0EQ2E,"DOMINO S PIZZA ENTERPRISES LTD REGISTERED SHARES O","Aktien International","Aktien International"
AU000000DNK9,A14UCJ,"DANAKALI LTD","Aktien International","Aktien International"
AU000000DOW2,615352,"DOWNER EDI","Aktien International","Aktien International"
AU000000DRO2,A2DMAA,"DRONESHIELD LTD","Aktien International","Aktien International"
AU000000DTL4,A0B84K,"DATA'3 LTD","Aktien International","Aktien International"
AU000000DTZ4,A2DGDJ,"DOTZ NANO LTD","Aktien International","Aktien International"
AU000000DUB3,A12HPG,"DUBBER CORP. LTD.","Aktien International","Aktien International"
AU000000DXS1,A0NE0F,DEXUS,"Aktien International","Aktien International"
AU000000DYL4,481592,"DEEP YELLOW LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000EHL7,A0KDVC,"EMECO HOLDINGS LTD","Aktien International","Aktien International"
AU000000ELD6,A0RM27,"ELDERS LTD","Aktien International","Aktien International"
AU000000ELT2,A0YGFT,"ELEMENTOS LTD","Aktien International","Aktien International"
AU000000EMH5,A14XRL,"EUROPEAN MET HOLDINGS","Aktien International","Aktien International"
AU000000EML7,A1J8P1,"EML PAYMENTS LTD.","Aktien International","Aktien International"
AU000000EQE3,A1J88D,"EQUUS MINING LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000EQX3,570325,"EQUATORIAL RESOURCES LTD.","Aktien International","Aktien International"
AU000000ERA9,865906,"ENERGY RES. A","Aktien International","Aktien International"
AU000000ERM4,A0M8BN,"EMMERSON RESOURCES LTD","Aktien International","Aktien International"
AU000000EUR7,A2AR9A,"EUROPEAN LITHIUM LTD","Aktien International","Aktien International"
AU000000EVN4,A1JNWA,"EVOLUTION MINING LTD","Aktien International","Aktien International"
AU000000EVT1,A2ACRX,"EVENT HOSPITALITY & ENTMT LTD. REGISTERED SHARES O","Aktien International","Aktien International"
AU000000EXL4,A2JB8D,"ELIXINOL GLOBAL","Aktien International","Aktien International"
AU000000EZL9,932713,"EUROZ HARTLEYS GROUP LTD.","Aktien International","Aktien International"
AU000000FBR4,A143J3,"FBR LTD.","Aktien International","Aktien International"
AU000000FGR3,A2ABY7,"FIRST GRAPHENE LTD.","Aktien International","Aktien International"
AU000000FLC5,A2DU34,"FLUENCE CORPORATION LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000FLT9,928191,"FLIGHT CENTRE TRAVEL GRP","Aktien International","Aktien International"
AU000000FMG4,121862,"FORTESCUE METALS GRP-","Aktien International","Aktien International"
AU000000FML4,A0F610,"FOCUS MINERALS LTD","Aktien International","Aktien International"
AU000000FMS9,A0Q23Q,"FLINDERS MINES LTD","Aktien International","Aktien International"
AU000000FYI5,A0RDPF,"FYI RESOURCES LTD.","Aktien International","Aktien International"
AU000000FZR3,A1J88H,"FITZROY RIVER CORP. LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000GBE0,A0HMWV,"GLOBE METALS & MINING LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000GBZ5,A0MYQB,"GBM RESOURCES LTD","Aktien International","Aktien International"
AU000000GEM7,A1C0D1,"G8 EDUCATION LTD","Aktien International","Aktien International"
AU000000GMG2,A0MWRF,"GOODMAN GROUP UNITS","Aktien International","Aktien International"
AU000000GNC9,626517,"GRAINCORP LTD.","Aktien International","Aktien International"
AU000000GNX5,A14UK5,"GENEX POWER LTD.","Aktien International","Aktien International"
AU000000GOR5,A1H4LL,"GOLD ROAD RESOURCES LTD.","Aktien International","Aktien International"
AU000000GOZ8,A0N9Q1,"GROWTHPOINT PROP. AUSTR.","Aktien International","Aktien International"
AU000000GPT8,867152,"GPT GROUP","Aktien International","Aktien International"
AU000000GRR8,917447,"GRANGE RES.","Aktien International","Aktien International"
AU000000GTG7,893882,"GENETIC TECHNOLOGIES LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000HAS0,A1H79R,"HASTINGS TECHNOLOGY M.LTD","Aktien International","Aktien International"
AU000000HAV4,542176,"HAVILAH RESOURCES LTD.","Aktien International","Aktien International"
AU000000HFR1,A1JT2F,"HIGHFIELD RESOURCES LTD","Aktien International","Aktien International"
AU000000HLO6,A1W90D,"HELLOWORLD TRAVEL LTD.","Aktien International","Aktien International"
AU000000HMX5,A112GR,"HAMMER METALS","Aktien International","Aktien International"
AU000000HRN5,A2DGTQ,"HORIZON GOLD LTD","Aktien International","Aktien International"
AU000000HVN7,915865,"HARVEY NORMAN HLDGS","Aktien International","Aktien International"
AU000000HXG7,A2ABJ0,"HEXAGON RESOURCES LTD","Aktien International","Aktien International"
AU000000HZN8,157021,"HORIZON OIL LTD.","Aktien International","Aktien International"
AU000000HZR9,A2AMF6,"HAZER GROUP LTD DEF.","Aktien International","Aktien International"
AU000000IAG3,941205,INS.AUST.GRP,"Aktien International","Aktien International"
AU000000IGO4,765651,"IGO LTD.","Aktien International","Aktien International"
AU000000IHL8,A2DF4D,"INCANNEX HEALTHCARE LTD.","Aktien International","Aktien International"
AU000000ILU1,859133,"ILUKA RESOURCES LTD.","Aktien International","Aktien International"
AU000000IMD5,A0DPU0,"IMDEX LTD","Aktien International","Aktien International"
AU000000IMM6,A2H81H,"IMMUTEP LTD","Aktien International","Aktien International"
AU000000ING6,A2ATGV,"INGHAMS GROUP LTD. O.N.","Aktien International","Aktien International"
AU000000IPL1,813015,"INCITEC PIVOT LTD.","Aktien International","Aktien International"
AU000000IRE2,580897,"IRESS LTD","Aktien International","Aktien International"
AU000000IVR6,A1CV9J,"INVESTIGATOR RESOURC. LTD","Aktien International","Aktien International"
AU000000JBH7,727539,"JB HI-FI LTD","Aktien International","Aktien International"
AU000000JHG6,A2DTFA,"JANUS HENDERSON GROUP PLC SHS(CHESS DEP.IN./CDIS)","Aktien International","Aktien International"
AU000000JHX1,806951,"JAMES HARDIE INDUSTR.CUFS","Aktien International","Aktien International"
AU000000JIN0,A1C82X,"JUMBO INTERACTIVE LTD","Aktien International","Aktien International"
AU000000JPR6,A0ERKU,"JUPITER ENERGY LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000JRV4,867183,"JERVOIS GLOBAL LTD.","Aktien International","Aktien International"
AU000000KAI5,A2AJ0B,"KAIROS MINERALS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000KAR6,A0CAG4,"KAROON GAS AUSTRALIA LTD.","Aktien International","Aktien International"
AU000000KCN1,905456,"KINGSGATE CONS","Aktien International","Aktien International"
AU000000KGL6,A0DQ1G,"KGL RESOURCES LTD.","Aktien International","Aktien International"
AU000000KGN2,A2AL96,"KOGAN.COM LTD","Aktien International","Aktien International"
AU000000KLL6,A2DHAZ,"KALIUM LAKES LTD O.N.","Aktien International","Aktien International"
AU000000KP25,A2H63X,"KORE POTASH PLC CDI/1","Aktien International","Aktien International"
AU000000KSN7,A1J7JF,"KINGSTON RESOURCES LTD.","Aktien International","Aktien International"
AU000000KZR3,A2PTCL,"KALAMAZOO RESOURCES LTD","Aktien International","Aktien International"
AU000000LCT6,A0B5ZQ,"LIVING CELL TECHNOLOGIES LTD. REGISTERED SHARES O.","Aktien International","Aktien International"
AU000000LIT3,A14XX2,"LITHIUM AUSTRALIA","Aktien International","Aktien International"
AU000000LKE1,796995,"LAKE RESOURCES N.L.","Aktien International","Aktien International"
AU000000LLC3,858788,"LENDLEASE GROUP STAPL.SEC","Aktien International","Aktien International"
AU000000LOM6,A0M6U8,"LUCAPA DIAMOND CO. LTD.","Aktien International","Aktien International"
AU000000LPD2,A2DHFT,"LEPIDICO LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000LPI1,A2ANZD,"LITHIUM POWER INTL LTD","Aktien International","Aktien International"
AU000000LRS6,A1C35K,"LATIN RESOURCES LTD","Aktien International","Aktien International"
AU000000LSA2,A0M95U,"LACHLAN STAR LTD","Aktien International","Aktien International"
AU000000LTR4,A0LFDX,"LIONTOWN RESOURCES LTD","Aktien International","Aktien International"
AU000000LYC6,871899,"LYNAS RARE EARTHS LTD.","Aktien International","Aktien International"
AU000000MAT8,A0RE43,"MATSA RESOURCES LTD","Aktien International","Aktien International"
AU000000MCM9,A2H9D5,"MC MINING LTD","Aktien International","Aktien International"
AU000000MCR8,256332,"MINCOR RESOURCES NL","Aktien International","Aktien International"
AU000000MCT4,A14XKX,"METALICITY LTD","Aktien International","Aktien International"
AU000000MDI5,A0YGPG,"MIDDLE ISLAND RESOURCES LTD. REGISTERED SHARES O.N","Aktien International","Aktien International"
AU000000MEM5,A2ANGR,"MEMPHASYS LTD","Aktien International","Aktien International"
AU000000MFG4,A0LFMD,"MAGELLAN FINL GRP","Aktien International","Aktien International"
AU000000MGR9,924371,"MIRVAC GROUP","Aktien International","Aktien International"
AU000000MGV1,A1H754,"MUSGRAVE MINERALS LTD","Aktien International","Aktien International"
AU000000MGX7,896269,"MOUNT GIB.I.","Aktien International","Aktien International"
AU000000MIN4,A0J36A,"MINERAL RES LTD","Aktien International","Aktien International"
AU000000MLM0,591060,"METALLICA MINERALS LTD.","Aktien International","Aktien International"
AU000000MLX7,A0LG1C,"METALS X LTD","Aktien International","Aktien International"
AU000000MMI6,A12GBB,"METRO MINING LTD","Aktien International","Aktien International"
AU000000MND5,577745,"MONADELPHOUS GROUP LTD.","Aktien International","Aktien International"
AU000000MPL3,A12D1W,"MEDIBANK PRIVATE LTD.","Aktien International","Aktien International"
AU000000MQG1,A0M6VH,"MACQUARIE GROUP LTD.","Aktien International","Aktien International"
AU000000MRC8,864504,"MINERAL COMM","Aktien International","Aktien International"
AU000000MSB8,A0DNPW,"MESOBLAST LTD.","Aktien International","Aktien International"
AU000000MTC4,A2DJM2,"METALSTECH LTD","Aktien International","Aktien International"
AU000000MTS0,A0D935,"METCASH LTD","Aktien International","Aktien International"
AU000000MWY2,A2DG4P,"MIDWAY LTD","Aktien International","Aktien International"
AU000000MXC6,A2ACB6,"MGC PHARMACEUTICALS LTD","Aktien International","Aktien International"
AU000000MYR2,A0YCZZ,"MYER HOLDINGS LTD","Aktien International","Aktien International"
AU000000MZZ2,A2DKV4,"MATADOR MINING LTD.","Aktien International","Aktien International"
AU000000NAB4,853802,"NATL AUST BANK","Aktien International","Aktien International"
AU000000NAG3,A0RDH2,"NAGAMBIE RESOURCES LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000NAN9,A0MQVE,"NANOSONICS LTD","Aktien International","Aktien International"
AU000000NCM7,873365,"NEWCREST MINING","Aktien International","Aktien International"
AU000000NCZ9,A2DUY9,"NEW CENTURY RES","Aktien International","Aktien International"
AU000000NEC4,A1W8KA,"NINE ENTERTAINM.CO.HLDGS","Aktien International","Aktien International"
AU000000NGY3,A0MWRG,"NUENERGY GAS LTD. REGISTERED SHARES O.N.","Aktien International","Aktien International"
AU000000NHC7,911204,"NEW HOPE CORP. LTD","Aktien International","Aktien International"
AU000000NMT1,A12G4J,"NEOMETALS LTD","Aktien International","Aktien International"
AU000000NOR1,A14U1Z,"NORWOOD SYSTEMS LTD","Aktien International","Aktien International"
