ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
FR0013154002,A2AJKS,"SARTOR.STED.B. EO-, 20","Aktien Europa","Aktien Europa Select"
FR0013155975,A2ALNH,"SAVONNERIE DE NYONS  EO 1","Aktien Europa","Aktien Europa Select"
FR0013156007,A2AJ7M,"KERLINK           EO -, 27","Aktien Europa","Aktien Europa Select"
FR0013176526,A2ALDB,"VALEO SA INH.        EO 1","Aktien Europa","Aktien Europa Select"
FR0013178712,A2AMCG,"CERINNOV GROUP    EO -, 20","Aktien Europa","Aktien Europa Select"
FR0013181864,A2ALZS,"CGG SA INH.      EO 0, 01","Aktien Europa","Aktien Europa Select"
FR0013183589,A2AM9S,"AURES TECH. INH.   EO-, 25","Aktien Europa","Aktien Europa Select"
FR0013183985,A2ANGZ,"GENSIGHT BIOLOG. EO -, 025","Aktien Europa","Aktien Europa Select"
FR0013185857,A2ASR9,"ABEO S.A.         EO -, 75","Aktien Europa","Aktien Europa Select"
FR0013204070,A2DF2J,"GROUPE PAROT S.A. EO 1, 60","Aktien Europa","Aktien Europa Select"
FR0013204336,A2ASQ4,"L.D.C. S.A. INH.  EO 0, 40","Aktien Europa","Aktien Europa Select"
FR0013214145,A2H5K5,"SMCP S.A.S.(PROM.) EO-, 10","Aktien Europa","Aktien Europa Select"
FR0013222346,A2DHC7,"FRANCE SO.EM.12/16 EO-, 01","Aktien Europa","Aktien Europa Select"
FR0013227113,A2DKAC,"SOITEC S.A.          EO 2","Aktien Europa","Aktien Europa Select"
FR0013230067,A2DLQK,"FNP TECHNOLOGIES   EO-, 01","Aktien Europa","Aktien Europa Select"
FR0013230612,A2DMZM,"TIKEHAU CAP. S.C.A. EO 12","Aktien Europa","Aktien Europa Select"
FR0013231180,A2DLPY,"OSMOZIS S.A.   EO 1, 48","Aktien Europa","Aktien Europa Select"
FR0013233012,A2DLV9,"INVENTIVA S.A.(PROM.)-, 01","Aktien Europa","Aktien Europa Select"
FR0013233475,A2DLMU,"LYSOGENE S.A.(PROM.)-, 30","Aktien Europa","Aktien Europa Select"
FR0013240934,A2DVTN,"EUROBIO SCIEN.INH.EO -, 32","Aktien Europa","Aktien Europa Select"
FR0013247244,A2DP3D,"ADOMOS S.A.        EO-, 02","Aktien Europa","Aktien Europa Select"
FR0013252186,A2DNQP,"PLASTIQ.V.LOI.INH.EO -, 90","Aktien Europa","Aktien Europa Select"
FR0013254851,A2DS5F,"VALBIOTIS S.A.    EO -, 10","Aktien Europa","Aktien Europa Select"
FR0013257409,A2DYZF,"COFIDUR S.A. INH. EO 1, 50","Aktien Europa","Aktien Europa Select"
FR0013258399,A2DSXQ,"BALYO S.A.        EO -, 08","Aktien Europa","Aktien Europa Select"
FR0013258662,A2DSXM,"ALD EO 1, 50","Aktien Europa","Aktien Europa Select"
FR0013269123,A2DUVQ,"RUBIS INH. NOUV.  EO 1, 25","Aktien Europa","Aktien Europa Select"
FR0013270626,A2DVHU,"INFOR.MAISON INT. EO -, 10","Aktien Europa","Aktien Europa Select"
FR0013280286,A2DXZH,"BIOMERIEUX (P.S.)    O.N.","Aktien Europa","Aktien Europa Select"
FR0013283108,A2DYPZ,"DELTA PLUS GRP INH.EO-, 50","Aktien Europa","Aktien Europa Select"
FR0013284627,A2H5VB,"ADEUNIS       EO -, 50","Aktien Europa","Aktien Europa Select"
FR0013285103,A2JADF,"AIR MARINE A.S. EO -, 25","Aktien International","Aktien International"
FR0013286259,A2H6LX,"THERANEXUS EO -, 25","Aktien Europa","Aktien Europa Select"
FR0013295789,A2JSL8,"TFF GROUP S.A. INH.EO-, 40","Aktien Europa","Aktien Europa Select"
FR0013296746,A2H8SU,"ADVICENNE (PROM.) EO-, 20","Aktien Europa","Aktien Europa Select"
FR0013310281,A2JGS9,"OCTOPUS BIOSAFETY  EO 0, 5","Aktien Europa","Aktien Europa Select"
FR0013318052,A2JQPR,"ORDISSIMO SA       EO-, 25","Aktien Europa","Aktien Europa Select"
FR0013318813,A2JGCJ,"PARAGON ID        EO 35","Aktien Europa","Aktien Europa Select"
FR0013326246,A2JH5S,"URW (STAPLED SHS)  EO-, 05","Aktien Europa","Aktien Europa Select"
FR0013331212,A2JMK3,"DON'T NOD ENT. NOM.EO-, 02","Aktien Europa","Aktien Europa Select"
FR0013333432,A2JLWC,"THERMADOR GRPE INH.EO 4","Aktien Europa","Aktien Europa Select"
FR0013335742,A2JN4M,"COGELEC S.A.       EO-, 45","Aktien Europa","Aktien Europa Select"
FR0013340973,A2PB3Y,"BLUE SHARK PWR SYS. EO-, 2","Aktien International","Aktien International"
FR0013341781,A2JN55,"2CRSI S.A.  EO-, 09","Aktien Europa","Aktien Europa Select"
FR0013344173,A2JQRU,"ROCHE BOBOIS S.A.     EO5","Aktien Europa","Aktien Europa Select"
FR0013345493,A2JQPS,"BIO-UV GROUP SAS      EO1","Aktien Europa","Aktien Europa Select"
FR0013356755,A2N7CL,"EMOVA GROUP S.A.     EO 3","Aktien Europa","Aktien Europa Select"
FR0013357621,A2JSDZ,"WAVESTONE S.A.EO 0, 025","Aktien Europa","Aktien Europa Select"
FR0013374667,A2N9LB,"KKO INTERNATIONAL  EO-, 10","Aktien Europa","Aktien Europa Select"
FR0013379484,A2N8PV,"SOLUTIONS 30 INH.EO-, 1275","Aktien Europa","Aktien Europa Select"
FR0013384369,A2PAHY,"BAIKOWSKI SAS EO 1, 25","Aktien Europa","Aktien Europa Select"
FR0013398997,A2PEV8,"ARCURE S.A.         EO-, 1","Aktien Europa","Aktien Europa Select"
FR0013400835,A2PWP4,"MARE NOSTRUM S.A. EO-, 10","Aktien Europa","Aktien Europa Select"
FR0013410370,A2PGRQ,"AUPLATA MINING GRP EO-, 80","Aktien Europa","Aktien Europa Select"
FR0013421286,A2PMJJ,"ALPHA MOS INH.EO 0, 20","Aktien Europa","Aktien Europa Select"
FR0013426004,A2PNDC,"CLARANOVA S.A.       EO 1","Aktien Europa","Aktien Europa Select"
FR0013429404,A2PNH1,"GROUPE TERA S.A.   EO-, 25","Aktien Europa","Aktien Europa Select"
FR0013447729,A2PSEA,"VERALLIA SA (PROM.)EO3, 38","Aktien Europa","Aktien Europa Select"
FR0013451044,A2PTXS,"HOFFMANN GR.CEM.TEC. 1, -","Aktien Europa","Aktien Europa Select"
FR0013451333,A2PU5K,"LA FRAN.D.J.(PROM.)EO-, 40","Aktien Europa","Aktien Europa Select"
FR0013452281,A2PVJS,"AGRIPOWER FRANCE    EO-, 1","Aktien Europa","Aktien Europa Select"
FR0013455482,A2QEY8,"FONCIERE ATLAND INH.EO 11","Aktien Europa","Aktien Europa Select"
FR0013470168,A2PXUH,"IMPLANET SA       EO 0, 10","Aktien Europa","Aktien Europa Select"
FR0013481835,A2PZ7S,"VISIOMED GROUP    EO 0, 80","Aktien Europa","Aktien Europa Select"
FR0013482791,A2P0XB,"NACON SA EO1","Aktien Europa","Aktien Europa Select"
FR0013495298,A2P1T0,"GAUSSIN S.A.         EO 1","Aktien Europa","Aktien Europa Select"
FR0013505062,A2P2HK,"VANTIVA S.A. INH. EO 0, 01","Aktien Europa","Aktien Europa Select"
FR0013506730,A2P22Y,"VALLOUREC EO 0, 02","Aktien Europa","Aktien Europa Select"
FR0013530102,A2QA55,"VEOM GROUP S.A.      EO 1","Aktien Europa","Aktien Europa Select"
FR00140006O9,A2QEYC,"SOLOCAL GROUP     EO 1, -","Aktien Europa","Aktien Europa Select"
FR0014000MR3,A2QJCT,"EUROFINS SCI.INH.EO 0, 01","Aktien Europa","Aktien Europa Select"
FR0014000RP6,A2QJRR,"GROUPIMO S.A. INH. EO 1, -","Aktien Europa","Aktien Europa Select"
FR0014003FE9,A3CR05,"BELIEVE S.A.     EO -, 01","Aktien Europa","Aktien Europa Select"
FR0014003TT8,A3CRC5,"DASSAULT SYS SE INH.EO0, 1","Aktien Europa","Aktien Europa Select"
FR0014003U94,A3CSFJ,"ARAMIS GROUP SAS     EO 1","Aktien Europa","Aktien Europa Select"
FR0014003VY4,A3CS48,"HYDROGENE DE FRAN. EO-, 02","Aktien Europa","Aktien Europa Select"
FR0014004EC4,A3CVFJ,"PRECIA SA EO -, 50","Aktien Europa","Aktien Europa Select"
FR0014004L86,A3C9Y0,"DASSAULT AVIAT.INH.EO-, 80","Aktien Europa","Aktien Europa Select"
FR0014004QZ9,A3CVG0,"DOLFINES S.A.     EO 0, 5","Aktien Europa","Aktien Europa Select"
FR00140050Q2,A3CVJ2,"MONTAG.NEIGE DEVEL.EO 1, -","Aktien Europa","Aktien Europa Select"
FR0014005AC9,A3C29M,"AFYREN SAS    EO 1, -","Aktien Europa","Aktien Europa Select"
FR0014005AL0,A3C3AG,"ANTIN INFRASTR.PRT EO 1","Aktien Europa","Aktien Europa Select"
FR0014005DA7,A3C284,"EXCL.NETW. (PROM.)EO 1","Aktien Europa","Aktien Europa Select"
FR0014005HJ9,A3C45N,"OVH GROUPE (PROM.)EO 1","Aktien Europa","Aktien Europa Select"
FR0014005IU4,A3C9T0,"I.CERAM NAM.      EO 2, -","Aktien Europa","Aktien Europa Select"
FR0014005SB3,A3C5NE,"FORSEE POWER(PROM.)EO-, 10","Aktien Europa","Aktien Europa Select"
FR00140077X1,A3DBDM,"NEOVACS NOM.     EO 1","Aktien Europa","Aktien Europa Select"
FR00140085W6,A3DHBB,"MRM SA INH.       EO 20","Aktien Europa","Aktien Europa Select"
FR0014008VX5,A3DJQ8,"EUROAPI SAS       EO 1","Aktien Europa","Aktien Europa Select"
FR0014009LP0,A3DHFF,"DELTA DRONE SA  EO 1, 00","Aktien Europa","Aktien Europa Select"
FR0014009YQ1,A3DK4Z,"LHYFE S.A.        EO -, 01","Aktien Europa","Aktien Europa Select"
FR001400AHX6,A3DL82,"ABL DIAGNOSTICS S.A. EO 1","Aktien Europa","Aktien Europa Select"
FR001400AJ45,A3DL84,"MICHELIN  NOM.    EO -, 50","Aktien Europa","Aktien Europa Select"
FR001400AYG6,A3DQHC,"DEEZER S.A.          EO 1","Aktien Europa","Aktien Europa Select"
FR001400BV89,A3DWKH,"PHARNEXT         EO 1, -","Aktien Europa","Aktien Europa Select"
FR001400BVK2,A3DR5C,"SPINEWAY         EO 4, -","Aktien Europa","Aktien Europa Select"
FR001400BWV7,A3DUC2,"TECHNICOL.CREA.STUD. EO 1","Aktien Europa","Aktien Europa Select"
FR001400CF13,A3DZUU,"EUROPLASMA       EO 1, -","Aktien Europa","Aktien Europa Select"
FR001400CFI7,A3DWF6,"AVENIR TELECOM INH.EO0, 80","Aktien Europa","Aktien Europa Select"
FR001400D5I2,A3DZVW,"VERGNET S.A.    EO 2, -","Aktien Europa","Aktien Europa Select"
FR001400F1V2,A3D6CP,"SAFE S.A.         EO 37, -","Aktien Europa","Aktien Europa Select"
GA0000121459,852437,"TOTALEN. EP GABON   DL 17","Aktien Europa","Aktien Europa Select"
GB0000456144,867578,ANTOFAGASTA,"Aktien Europa","Aktien Europa Select"
GB0000536739,894565,"ASHTEAD GROUP PLC REGISTERED SHARES LS -, 10","Aktien Europa","Aktien Europa Select"
GB0000811801,859551,"BARRATT DEV. PLC   LS-, 10","Aktien Europa","Aktien Europa Select"
GB0000904986,869646,"BELLWAY PLCSHS","Aktien Europa","Aktien Europa Select"
GB0000961622,855539,"BALFOUR BEATTY","Aktien Europa","Aktien Europa Select"
GB0001367019,852556,"BRITISH LAND COMPANY PLC","Aktien Europa","Aktien Europa Select"
GB0001500809,591219,"TULLOW OIL PLC     LS-, 10","Aktien Europa","Aktien Europa Select"
GB0001638955,885372,"WETHERSPOON (J D)  LS-, 02","Aktien Europa","Aktien Europa Select"
GB0001826634,930196,"DIPLOMA PLC        LS-, 05","Aktien Europa","Aktien Europa Select"
GB0001859296,911164,"VISTRY GROUP PLC   LS-, 50","Aktien Europa","Aktien Europa Select"
GB0001990497,907637,"CITY OF LDN INV.TR.LS-, 25","Aktien Europa","Aktien Europa Select"
GB0002018363,872503,"CLARKSON PLC       LS-, 25","Aktien Europa","Aktien Europa Select"
GB0002074580,762548,"GENUS PLC           LS-, 1","Aktien Europa","Aktien Europa Select"
GB0002318888,882401,"CRANSWICK PLC      LS-, 10","Aktien Europa","Aktien Europa Select"
GB0002341666,875658,"CREIGHTONS         LS-, 20","Aktien Europa","Aktien Europa Select"
GB0002374006,851247,DIAGEO,"Aktien Europa","Aktien Europa Select"
GB0002634946,866131,"BRITISH AEROSPAC","Aktien Europa","Aktien Europa Select"
GB0002652740,897679,"Derwent London","Aktien Europa","Aktien Europa Select"
GB0002869419,539971,"BIG YELLOW GROUP  LS 0, 10","Aktien Europa","Aktien Europa Select"
GB0002875804,916018,"BRIT AM TOBACCO","Aktien Europa","Aktien Europa Select"
GB0002998192,675545,"IDOX PLC           LS-, 01","Aktien Europa","Aktien Europa Select"
GB0003096442,862727,"ELECTROCOMPONENTS  LS-, 10","Aktien Europa","Aktien Europa Select"
GB0003308607,884647,"SPECTRIS PLC       LS-, 05","Aktien Europa","Aktien Europa Select"
GB0003452173,896516,FIRSTGROUP,"Aktien Europa","Aktien Europa Select"
GB0003718474,900512,"GAMES WORKSHOP GRP LS-, 05","Aktien Europa","Aktien Europa Select"
GB0004052071,865047,"HALMA PLC","Aktien Europa","Aktien Europa Select"
GB0004082847,859123,"STANDARD CHARTER","Aktien Europa","Aktien Europa Select"
GB0004161021,881825,"HAYS PLC","Aktien Europa","Aktien Europa Select"
GB0004270301,608307,"HILL + SMITH HLDGS LS-, 25","Aktien Europa","Aktien Europa Select"
GB0004281639,912567,"IOMART GROUP PLC   LS-, 01","Aktien Europa","Aktien Europa Select"
GB0004300496,913531,"PAN AFRICAN RES   LS -, 01","Aktien Europa","Aktien Europa Select"
GB0004478896,867085,"HUNTING PLC","Aktien Europa","Aktien Europa Select"
GB0004536594,905598,"ADVANCED MED.SO.GRP LS-05","Aktien Europa","Aktien Europa Select"
GB0004544929,903000,"IMPERIAL BRANDS PLC","Aktien Europa","Aktien Europa Select"
GB0004657408,864585,"MITIE GROUP","Aktien Europa","Aktien Europa Select"
GB0004726096,856880,"SPIRENT COMMUNIC.LS-, 0333","Aktien Europa","Aktien Europa Select"
GB0004866223,890808,"KELLER GROUP PLC","Aktien Europa","Aktien Europa Select"
GB0004915632,918585,"KIER GROUP PLC   LS-, 01","Aktien Europa","Aktien Europa Select"
GB0005405286,923893,"HSBC HOLDINGS","Aktien Europa","Aktien Europa Select"
GB0005576813,884600,"HOWDEN JOINERY GROUP PLC","Aktien Europa","Aktien Europa Select"
GB0005603997,851584,LEGAL&GENERAL,"Aktien Europa","Aktien Europa Select"
GB0005630420,913631,"MEARS GRP PLC      LS-, 01","Aktien Europa","Aktien Europa Select"
GB0006215205,888871,"NATL EXPR. GRP     LS-, 05","Aktien Europa","Aktien Europa Select"
GB0006449366,871733,"ANGLO PACIFIC GRP  LS-, 02","Aktien International","Aktien International"
GB0006640972,916232,"4IMPRINT GRP     LS-, 3846","Aktien Europa","Aktien Europa Select"
GB0006731235,920876,"ASSOCIATED BRITISH FOODS","Aktien Europa","Aktien Europa Select"
GB0006776081,858266,"PEARSON PLC        LS-, 25","Aktien Europa","Aktien Europa Select"
GB0006825383,882058,"PERSIMMON PLC      LS-, 10","Aktien Europa","Aktien Europa Select"
GB0006870611,914859,"GB GROUP PLC       LS-, 25","Aktien Europa","Aktien Europa Select"
GB0006928617,634811,"UNITE GROUP PLC    LS-, 25","Aktien Europa","Aktien Europa Select"
GB0007099541,852069,"PRUDENTIAL CORP.","Aktien Europa","Aktien Europa Select"
GB0007188757,852147,"RIO TINTO","Aktien Europa","Aktien Europa Select"
GB0007323586,868884,"RENISHAW PLC       LS-, 20","Aktien Europa","Aktien Europa Select"
GB0007370074,868727,"RICARDO PLC        LS-, 25","Aktien Europa","Aktien Europa Select"
GB0007668071,874082,"CLOSE BROTH. GRP   LS-, 25","Aktien Europa","Aktien Europa Select"
GB0007669376,888460,"ST.JAMES'S PLACE   LS-, 15","Aktien Europa","Aktien Europa Select"
GB0007908733,881905,"SSE PLC","Aktien Europa","Aktien Europa Select"
GB0007958233,852271,"SENIOR PLC          LS-10","Aktien Europa","Aktien Europa Select"
GB0007973794,899328,"SERCO GROUP PLC    LS-, 02","Aktien Europa","Aktien Europa Select"
GB0007980591,850517,"BP PLC","Aktien Europa","Aktien Europa Select"
GB0007990962,908076,"SHAFTESBURY PLC","Aktien Europa","Aktien Europa Select"
GB0008025412,888153,"SIG PLC","Aktien Europa","Aktien Europa Select"
GB0008220112,877238,"D S SMITH PLC","Aktien Europa","Aktien Europa Select"
GB0008481250,854667,"PHOTO-ME INTL PLC LS-, 005","Aktien Europa","Aktien Europa Select"
GB0008706128,871784,"LLOYDS TSB","Aktien Europa","Aktien Europa Select"
GB0008711763,881799,"TT ELECTRON.       LS-, 25","Aktien Europa","Aktien Europa Select"
GB0008782301,852015,"TAYLOR WIMPEY PLC LS -, 01","Aktien Europa","Aktien Europa Select"
GB0008794710,762555,"TELECOM PLUS PLC LS-, 05","Aktien Europa","Aktien Europa Select"
GB0008808825,902267,"GRESHAM TECHNOLOG. LS-, 05","Aktien Europa","Aktien Europa Select"
GB0009039941,885738,"REACH PLC          LS-, 10","Aktien Europa","Aktien Europa Select"
GB0009223206,502816,SMITH&NEPHEW,"Aktien Europa","Aktien Europa Select"
GB0009292243,898554,"VICTREX PLC        LS-, 01","Aktien Europa","Aktien Europa Select"
GB0009465807,857968,"Weir PLC","Aktien Europa","Aktien Europa Select"
GB0009633180,578968,"DECHRA PHARMACEUTICALS PLC","Aktien Europa","Aktien Europa Select"
GB0009697037,877431,"BABCOCK INTL GRP   LS-, 60","Aktien Europa","Aktien Europa Select"
GB0009887422,851671,"SYNTHOMER         LS -, 10","Aktien Europa","Aktien Europa Select"
GB0009895292,886455,ASTRAZENECA,"Aktien Europa","Aktien Europa Select"
GB0022569080,915119,"AMDOCS LTD.        LS-, 01","Aktien Europa","Aktien Europa Select"
GB0030190366,728156,"FIR.ST.I.-S.I.G.E.M.L. AA",Fonds,"Fonds Aktien"
GB0030232317,658848,"PAGEGROUP PLC     LS -, 01","Aktien Europa","Aktien Europa Select"
GB0030913577,794796,"BT GROUP","Aktien Europa","Aktien Europa Select"
GB0030927254,912703,"ASOS PLC          LS-, 035","Aktien Europa","Aktien Europa Select"
GB0030978612,765892,FSI-ST.I.WORLDW.SEL.ALSA,Fonds,"Fonds Aktien"
GB0031030819,913253,"ALLIANCE PHARMA    LS-, 01","Aktien Europa","Aktien Europa Select"
GB0031215220,120071,"CARNIVAL PLC      DL 1, 66","Aktien Europa","Aktien Europa Select"
GB0031274896,534418,"MARKS & SPENCER","Aktien Europa","Aktien Europa Select"
GB0031348658,850403,BARCLAYS,"Aktien Europa","Aktien Europa Select"
GB0031638363,633526,"INTERTEK GROUP     LS-, 01","Aktien Europa","Aktien Europa Select"
GB0031743007,691197,BURBERRY,"Aktien Europa","Aktien Europa Select"
GB0031852162,912589,"JUBILEE METALS GR. LS-, 01","Aktien Europa","Aktien Europa Select"
GB0032089863,779551,NEXT,"Aktien Europa","Aktien Europa Select"
GB0032398678,912588,"JUDGES SCIENTIFIC LS -, 05","Aktien Europa","Aktien Europa Select"
GB0033195214,812861,"KINGFISHER  LS-, 157142857","Aktien Europa","Aktien Europa Select"
GB0033873919,A0BKZD,"FIR.ST.I.-S.I.G.EM L.ALSA",Fonds,"Fonds Aktien"
GB0033986497,A0BLQP,"ITV PLC           LS -, 10","Aktien Europa","Aktien Europa Select"
GB0034330679,A0B7QK,"ANGLE PLC          LS-, 10","Aktien Europa","Aktien Europa Select"
GB00B012BV22,A0B59C,"MARSHALLS PLC     LS -, 25","Aktien Europa","Aktien Europa Select"
GB00B012TP20,A0B5TU,"HALFORDS GROUP    LS -, 01","Aktien Europa","Aktien Europa Select"
GB00B0130H42,A0B57L,"ITM POWER PLC      LS-, 05","Aktien Europa","Aktien Europa Select"
GB00B013H060,A0B6TZ,"MICHELMERSH BRICK  LS-, 20","Aktien Europa","Aktien Europa Select"
GB00B019KW72,A0B6G0,"SAINSBURY (J)","Aktien Europa","Aktien Europa Select"
GB00B01JLR99,A0EASE,"NANOCO GROUP PLC  LS -, 10","Aktien International","Aktien International"
GB00B01QGK86,A0EAWX,"NCC GROUP PLC    LS -, 01","Aktien Europa","Aktien Europa Select"
GB00B02J6398,A0DJ58,"ADMIRAL GROUP PLC LS-, 001","Aktien Europa","Aktien Europa Select"
GB00B02QND93,A0DK8C,"PAYPOINT PLC    LS -, 0033","Aktien Europa","Aktien Europa Select"
GB00B033F229,A0DK6K,CENTRICA,"Aktien Europa","Aktien Europa Select"
GB00B03HDJ73,A0LA9M,"ESKEN LTD.","Aktien Europa","Aktien Europa Select"
GB00B04V1276,A0DN8N,"GRAINGER PLC       LS-, 05","Aktien Europa","Aktien Europa Select"
GB00B06QFB75,A0EARV,"IG GROUP HOLDINGS PLC","Aktien Europa","Aktien Europa Select"
GB00B0744359,A0ET3D,"ESSENTRA PLC","Aktien Europa","Aktien Europa Select"
GB00B0744B38,A0ET3E,"BUNZL PLC     LS-, 3214857","Aktien Europa","Aktien Europa Select"
GB00B082RF11,A0EQ3A,"RENTOKIL INITIAL PLCSHS","Aktien Europa","Aktien Europa Select"
GB00B0C18177,A0HGPZ,"ANGLO ASIAN MNG   LS -, 01","Aktien Europa","Aktien Europa Select"
GB00B0CY5V57,A0F664,"SERICA ENERGY PLC  DL-, 10","Aktien Europa","Aktien Europa Select"
GB00B0FVQX23,A0F6YF,"ROCKHOPPER EXPLOR. LS-, 01","Aktien Europa","Aktien Europa Select"
GB00B0H2K534,A0HF9Y,"PETROFAC LTD      DL-, 02","Aktien Europa","Aktien Europa Select"
GB00B0LCW083,A0HG69,"HIKMA PHARMACEUTIC.LS-, 10","Aktien Europa","Aktien Europa Select"
GB00B0MTC970,A0HMDY,"HARGREAVES SERVICES PLC REGISTERED SHARES O.N.","Aktien Europa","Aktien Europa Select"
GB00B0N8QD54,A0HMX9,"BRITVIC PLC        LS-, 20","Aktien Europa","Aktien Europa Select"
GB00B0SWJX34,A0JEJF,"LONDON STOCK EX","Aktien Europa","Aktien Europa Select"
GB00B0WD0R35,A0JDJ3,"SOLGOLD PLC","Aktien Europa","Aktien Europa Select"
GB00B0WMWD03,A0JDDS,"QINETIQ PLC","Aktien Europa","Aktien Europa Select"
GB00B0YD2B94,A0JDZC,"COHORT PLC","Aktien Europa","Aktien Europa Select"
GB00B0YG1K06,A0JDNW,"RESTAURANT GROUP","Aktien Europa","Aktien Europa Select"
GB00B10RZP78,A0JNE2,"UNILEVER PLC   LS-, 031111","Aktien Europa","Aktien Europa Select"
GB00B11SZ269,A0JL33,"VELOCYS PLC","Aktien Europa","Aktien Europa Select"
GB00B125SX82,A0JKKZ,"PANTHEON RESOURCES LS-, 01","Aktien Europa","Aktien Europa Select"
GB00B132NW22,A0LB2S,"ASHMORE GRP PLC LS-, 0001","Aktien Europa","Aktien Europa Select"
GB00B135BJ46,A0JLZC,"SAVILLS PLC       LS-, 025","Aktien Europa","Aktien Europa Select"
GB00B14SKR37,A0J2VP,"CMC MARKETS PLC   LS -, 25","Aktien Europa","Aktien Europa Select"
GB00B15FWH70,A0J2XW,"CINEWORLD GROUP PLCSHS","Aktien Europa","Aktien Europa Select"
GB00B1722W11,A0J37H,"DART GRP PLC     LS-, 0125","Aktien Europa","Aktien Europa Select"
GB00B17BBQ50,A0J32R,"INVESTEC PLC","Aktien Europa","Aktien Europa Select"
GB00B18S7B29,A0MNJ0,"AFC ENERGY PLC   LS -, 001","Aktien Europa","Aktien Europa Select"
GB00B19NLV48,A0KDZM,"EXPERIAN PLC      DL -, 10","Aktien Europa","Aktien Europa Select"
GB00B19Z1432,A0LAV3,"PZ CUSSONS         LS-, 01","Aktien Europa","Aktien Europa Select"
GB00B1CKQ739,A0LCM4,"DUNELM GROUP PLC   LS-, 01","Aktien Europa","Aktien Europa Select"
GB00B1CRLC47,A0MQ8X,"MONDI PLC         EO -, 20","Aktien Europa","Aktien Europa Select"
GB00B1FH8J72,A0LBHG,"SEVERN TRENT","Aktien Europa","Aktien Europa Select"
GB00B1FP6H53,A0LB7F,"MITCHELLS+BUT. LS-, 085416","Aktien Europa","Aktien Europa Select"
GB00B1FW5029,A0LC38,"HOCHSCHILD MNG PLC LS-, 25","Aktien Europa","Aktien Europa Select"
GB00B1JQDM80,A0LGA4,"MARSTON'S PLC","Aktien Europa","Aktien Europa Select"
GB00B1KJJ408,A0LGB1,WHITBREAD,"Aktien Europa","Aktien Europa Select"
GB00B1L5QH97,A0LGPG,"RANK GROUP PLCSHS","Aktien Europa","Aktien Europa Select"
GB00B1N7Z094,A0MLXJ,"SAFESTORE HLDGS    LS-, 01","Aktien Europa","Aktien Europa Select"
GB00B1QH8P22,A0MK5S,"FRASERS GROUP PLC  LS-, 10","Aktien Europa","Aktien Europa Select"
GB00B1VNSX38,A0MK9W,"DRAX GROUP    LS-, 1155172","Aktien Europa","Aktien Europa Select"
GB00B1VQ6H25,A0MM98,"YOUGOV PLC       LS -, 002","Aktien Europa","Aktien Europa Select"
GB00B1VZ0M25,A0MR1A,"HARGREAVES LANSD. DL-, 004","Aktien Europa","Aktien Europa Select"
GB00B1WY2338,A0MSHN,"SMITHS GROUP PLC LS -, 375","Aktien Europa","Aktien Europa Select"
GB00B1XH2C03,A0MRG2,"FERREXPO PLC","Aktien Europa","Aktien Europa Select"
GB00B1XZS820,A0MUKL,"ANGLO AMERICAN","Aktien Europa","Aktien Europa Select"
GB00B1YKG049,A0MV91,"INTL PERSONAL FIN. LS-, 10","Aktien Europa","Aktien Europa Select"
GB00B1YW4409,A0MU9Q,"3I GROUP","Aktien Europa","Aktien Europa Select"
GB00B1Z4ST84,A0MV90,"PROVIDENT FINANCIAL PLC","Aktien Europa","Aktien Europa Select"
GB00B1ZBKY84,A0MW73,"MONEYSUPERMARKET.COM GROUP PLCSHS","Aktien Europa","Aktien Europa Select"
GB00B23K0M20,A0MZ15,"CAPITA PLC   SL-, 02066666","Aktien Europa","Aktien Europa Select"
GB00B24CGK77,A0M1W6,"RECKITT BENCKIS","Aktien Europa","Aktien Europa Select"
GB00B2863827,A0M5AJ,"CVS GROUP PLC    LS -, 002","Aktien Europa","Aktien Europa Select"
GB00B2B0DG97,A0M95J,"RELX PLC      LS -, 144397","Aktien Europa","Aktien Europa Select"
GB00B2NGPM57,A0NBD6,"PARAGON GROUP OF COMPANIES PLC","Aktien Europa","Aktien Europa Select"
GB00B2PDGW16,A0NCXL,"WH SMITH LS -, 220895","Aktien Europa","Aktien Europa Select"
GB00B2QPKJ12,A0MVZE,FRESNILLO,"Aktien Europa","Aktien Europa Select"
GB00B39J2M42,A0Q4EC,"UNITED UTILITIES","Aktien Europa","Aktien Europa Select"
GB00B3DGH821,A0RBSQ,"DE LA RUE PLC LS-, 4486857","Aktien Europa","Aktien Europa Select"
GB00B3FBWW43,A0RDUF,"SDI GROUP PLC     LS -, 01","Aktien Europa","Aktien Europa Select"
GB00B3FLWH99,A0RDRL,"BODYCOTE PLC LS -, 1727272","Aktien Europa","Aktien Europa Select"
GB00B3MBS747,A1C2GZ,"OCADO GROUP PLC   LS -, 02","Aktien Europa","Aktien Europa Select"
GB00B3W40C23,A1H6LT,"DOTDIGITAL GR.PLC LS-, 005","Aktien Europa","Aktien Europa Select"
GB00B41H7391,A0YAV3,"NORTHGATE PLC      LS-, 50","Aktien Europa","Aktien Europa Select"
GB00B45C9X44,A1JFNS,"CHEMRING GRP PLC   LS-, 01","Aktien Europa","Aktien Europa Select"
GB00B4QVDF07,A113DD,"BIOVENTIX PLC     LS -, 05","Aktien Europa","Aktien Europa Select"
