ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
LU1525418726,A2DG25,AIS-A.I.B.UCBBB1-5UCETFDR,ETFs,"ETFs Sonstige Bonds"
LU1525419294,A2DG3S,"AIS-A.I.B.U.G.I-L UCETFDR",ETFs,"ETFs Sonstige Bonds"
LU1547515137,A2QMK4,"BNPPE-JEGDC UCIT.ETF HEOA",ETFs,"ETFs Sonstige Bonds"
LU1547516291,A2DU5K,"BNP P.EASY-E.M.E.R.UERHEO",ETFs,"ETFs Basic Resources"
LU1563454310,LYX0WA,"MUL-LYXOR GREEN BD(DR) A",ETFs,"ETFs Sonstige Bonds"
LU1563454401,A2QG6T,"MULYX GREEN DEOD",ETFs,"ETFs Sonstige Bonds"
LU1563454823,LYX0WQ,"MUL-LYXOR GR.BD(DR) MHEOA",ETFs,"ETFs Sonstige Bonds"
LU1571051751,LYX0WF,"LYX.IF-L.DL F.R.N.ETF D",ETFs,"ETFs Sonstige Bonds"
LU1571052130,LYX0W5,"LYX.IF-L.DL F.R.N.E.MHEOD",ETFs,"ETFs Sonstige Bonds"
LU1574142243,LYX0WH,"LYXOR INDEX-L.STOXX EU.600(DR)",ETFs,"ETFs Europa Gesamt"
LU1589349734,A2DN3T,"AIS-A.MSCI USA M.V.F.UEDL",ETFs,"ETFs Nordamerika"
LU1589350310,A2DN3V,AIS-A.GLO.INFRASTRUC.UEEO,ETFs,"ETFs Branchen"
LU1598688189,LYX0W2,"LYXOR ETF MSCI EMU GROWTH",ETFs,"ETFs Europa Gesamt"
LU1598689153,LYX0W3,"LYXOR ETF MSCI EMU SMALL CAP",ETFs,"ETFs Europa Gesamt"
LU1598690169,LYX0W4,"LYXOR MSCI EMU VALUE",ETFs,"ETFs Europa Gesamt"
LU1598691050,LYX0WV,"LYXOR ETF MSCI EMU VALUE",ETFs,"ETFs Europa Gesamt"
LU1598691217,LYX0WU,"L.IF-L.E.10Y I.B.G.B. A",ETFs,"ETFs Europa Bonds"
LU1600334798,A2DQDG,"UBS-ETF-MSCI EUROPE AAHEO",ETFs,"ETFs Europa Gesamt"
LU1602144229,A2DR4H,AIS-A.I.EQ.GL.L.CAR.UEDIE,ETFs,"ETFs Branchen"
LU1602144492,A2DR4J,AIS-A.I.EQ.GL.L.CAR.UEDID,ETFs,"Other ETFs"
LU1602144575,A2DR4R,"AM.MSCI EMU ESG L.UETFDRE",ETFs,"ETFs Europa Gesamt"
LU1602144732,A2DR4P,"AIS-A.I.MSCI JAP.UETFDREO",ETFs,"ETFs Asien"
LU1602144815,A2DR4Q,"AIS-A.I.MSCI JAP.UETFDRYN",ETFs,"ETFs Asien"
LU1602144906,A2DR4M,"AM.I.MSCI P.EXJ.SRI UEDIE",ETFs,"ETFs Asien"
LU1602145036,A2DR4N,"AM.I.MSCI P.EXJ.SRI UEDID",ETFs,"ETFs Asien"
LU1602145119,A2DR4K,A.-A.I.E.G.M.S.A.S.B.UEDI,ETFs,"ETFs Nordamerika"
LU1602145200,A2DR4L,A.-A.I.E.G.M.S.A.S.B.UEDI,ETFs,"Other ETFs"
LU1605710802,LYX000,"MUL-LYX.IT.EQ.PIR ETF CEO",ETFs,"ETFs Länder Europa"
LU1615090864,A2DU5H,BNPPE.-E.DIV.EU.UCITSETFC,ETFs,"ETFs Europa Gesamt"
LU1615092217,A2DVEZ,"BNPPE-MSCI WRLD XCW UECEO",ETFs,"ETFs Welt"
LU1617164998,LYX0WT,"LYX.I-BO. EO STHY BD D",ETFs,"ETFs Sonstige Bonds"
LU1645380368,A2DUGB,"UBS ETF EURO INFL LINK 1-10",ETFs,"ETFs Europa Bonds"
LU1645381689,A2DUGP,"UBS ETF EURO INFL LINK 10+",ETFs,"ETFs Europa Bonds"
LU1645385839,A2DUHR,"UBS ETF JPM USD EM DIV 1-5",ETFs,"ETFs Sonstige Bonds"
LU1645386308,A2DUHW,"UBS-JPM US EM D.B1-5ADHEO",ETFs,"ETFs Sonstige Bonds"
LU1645386480,A2DUHX,"UBS-JPM US EM D.B1-5AAHEO",ETFs,"ETFs Sonstige Bonds"
LU1646359452,LYX0W8,"MUL-LYXOR JPX-NI.400 A",ETFs,"ETFs Asien"
LU1646359619,LYX0XX,"MUL-LYX. JPX-NI.400 CLSDH",ETFs,"ETFs Asien"
LU1646359882,LYX0XA,"MUL-LYX.JPX-NI.400 DHDLA",ETFs,"ETFs Asien"
LU1646359965,LYX0W9,"MUL-LYX.JPX-NI.400 DHEOA",ETFs,"ETFs Asien"
LU1646360039,A2JFJT,"MUL-LYX.JPX-NIKKEI400 CSF",ETFs,"ETFs Asien"
LU1646360542,LYX00T,"MUL-LYX. JPX-NI.400 DEODH",ETFs,"ETFs Asien"
LU1646360971,LYX0XB,"MUL-L.CORE MSCI EMU(DR) D",ETFs,"ETFs Europa Gesamt"
LU1646361276,LYX0ZY,"MUL-LYX.MSCI EMU DR C EO",ETFs,"ETFs Europa Gesamt"
LU1650487413,LYX0XH,"MUL-LX.EUROM.1-3Y I.G. A",ETFs,"ETFs Europa Bonds"
LU1650487926,LYX04X,"MUL-LX.EO GOV.BD1-3Y EOD",ETFs,"ETFs Europa Bonds"
LU1650488494,LYX0XJ,"MUL-LX.EUROM.3-5Y I.G. A",ETFs,"ETFs Europa Bonds"
LU1650488817,LYX04Z,"MUL-L.EO GO EOD",ETFs,"ETFs Europa Bonds"
LU1650489385,LYX0XF,"MUL-L.EUROM.10-15YI.G. A",ETFs,"ETFs Europa Bonds"
LU1650489898,LYX04W,"MUL-LX.EO GOV.BD 10-15Y D",ETFs,"ETFs Europa Bonds"
LU1650490474,LYX0XK,"MUL-LX.EUROM.AL.M.I.G. A",ETFs,"ETFs Europa Bonds"
LU1650490805,LYX03D,"MUL-LX.EO GOV.BD D",ETFs,"ETFs Europa Bonds"
LU1650491282,LYX0XL,"MUL-LX.EUROM.INF.LINK. A",ETFs,"ETFs Europa Bonds"
LU1650491795,LYX042,"MUL-L.EO GOV EOD",ETFs,"ETFs Europa Bonds"
LU1650492173,LYX0XR,"MUL-LYX. FTSE 100 A",ETFs,"ETFs Länder Europa"
LU1650492256,LYX03E,"MUL-LYXOR FTSE 100 LS D",ETFs,"ETFs Länder Europa"
LU1650492330,LYX0XP,"MUL-LYX. FTSE 100 MHEOA",ETFs,"ETFs Länder Europa"
LU1650492504,LYX0XQ,"MUL-LYX. FTSE 100 MHDLA",ETFs,"ETFs Länder Europa"
LU1659681313,A2H5E6,"BNPPE.-MSCI E.M.SRI UEEOD",ETFs,"ETFs Emerging Markets"
LU1659681669,A2H5E5,"BNPPE-M.USA SRISS5C.UEEOD",ETFs,"ETFs Nordamerika"
LU1681037518,A2H561,"AIS-AM.FTSE MIB EOC",ETFs,"ETFs Länder Europa"
LU1681037609,A2H58U,AIS-AM.JAP.T.EOC,ETFs,"ETFs Asien"
LU1681037864,A2H58W,AIS-AM.JAP.T.EOCDHC,ETFs,"ETFs Asien"
LU1681037948,A2H58X,AIS-AM.JAP.T.DLCDH,ETFs,"ETFs Asien"
LU1681038086,A2H58Y,AIS-AM.JAP.T.LSCDH,ETFs,"ETFs Asien"
LU1681038169,A2H58Z,AIS-AM.JAP.T.SFCDH,ETFs,"ETFs Asien"
LU1681038243,A2H577,"AIS-AM.MSCI NDQ100 EOC",ETFs,"ETFs Nordamerika"
LU1681038326,A2H578,"AIS-AM.MSCI NDQ100 DLC",ETFs,"ETFs Nordamerika"
LU1681038599,A2H579,"AIS-AM.MSCI NDQ100 EOCDH",ETFs,"ETFs Nordamerika"
LU1681038672,A2H582,"AIS-AM.RUS.2000 EOC",ETFs,"ETFs Nordamerika"
LU1681038839,A2H583,"AIS-AM.RUS.2000 DLC",ETFs,"ETFs Nordamerika"
LU1681038912,A2H586,"AIS-AM.JPXNIK400 EOC",ETFs,"ETFs Asien"
LU1681039050,A2H587,"AIS-AM.JPXNIK400 YNC",ETFs,"ETFs Asien"
LU1681039134,A2H588,"AIS-AM.JPXNIK400 EOCDH",ETFs,"ETFs Asien"
LU1681039217,A2H589,"AIS-AM.JPXNIK400 DLCDH",ETFs,"ETFs Asien"
LU1681039308,A2H59A,"AIS-AM.JPXNIK400 LSCDH",ETFs,"ETFs Asien"
LU1681039480,A2H58A,"AMUNDI REAL ESTATE REIT IEIF",ETFs,"Other ETFs"
LU1681039563,A2H59F,"AIS-AM.EO.EQ.MSASB EOC",ETFs,"ETFs Europa Gesamt"
LU1681039647,A2H57V,"AIS-AM.EO COR. EOC",ETFs,"ETFs Europa Bonds"
LU1681040066,A2H58M,AIS-A.EUR.CORP.FIN.IB.EOC,ETFs,"ETFs Europa Bonds"
LU1681040223,A2H57X,"AIS-AM.STX EUR.600 EOC",ETFs,"ETFs Europa Gesamt"
LU1681040496,A2H580,"AIS-AM.EO HYL EOC",ETFs,"ETFs Europa Bonds"
LU1681040652,A2H58D,"AIS-AM.US T.7-10DLC",ETFs,"ETFs Sonstige Bonds"
LU1681040736,A2H58C,"AIS-AM.US T.3-7DLC",ETFs,"ETFs Sonstige Bonds"
LU1681040819,A2H58B,"AIS-AM.US T.1-3DLC",ETFs,"ETFs Sonstige Bonds"
LU1681040900,A2H59C,"AIS-AM.FL.RA.DL.CO. DLC",ETFs,"ETFs Sonstige Bonds"
LU1681041031,A2H59D,"AIS-AM.FL.RA.DL COR. EOCH",ETFs,"ETFs Sonstige Bonds"
LU1681041114,A2H585,"AIS-AM.FL.RA.EO.C.1-3 AEO",ETFs,"ETFs Europa Bonds"
LU1681041205,A2H58H,"AIS-AM.GL.EM B.M.I.DLC",ETFs,"ETFs Sonstige Bonds"
LU1681041387,A2H59E,"AIS-AM.BBB E.C.IG EOC",ETFs,"ETFs Europa Bonds"
LU1681041460,A2H59H,"AIS-AM.MSCI EU.MO.F.EOC",ETFs,"ETFs Europa Gesamt"
LU1681041544,A2H566,AIS-AM.E.L.S.F.EOC,ETFs,"ETFs Europa Gesamt"
LU1681041627,A2H57F,"AIS-AM.MSCI E.M.V.F. EOC",ETFs,"ETFs Branchen"
LU1681041890,A2H59G,"AIS-AM.MSCI EU.Q.F. EOC",ETFs,"ETFs Europa Gesamt"
LU1681041973,A2H57N,"AMUNDI ETF MSCI EUROPE HIGH DIVIDEND",ETFs,"ETFs Europa Gesamt"
LU1681042435,A2H57Q,"AIS-A.I.MSCI E.G. EOC",ETFs,"ETFs Europa Gesamt"
LU1681042518,A2H57R,AIS-AM.E.V.F.EOC,ETFs,"ETFs Europa Gesamt"
LU1681042609,A2H567,"AIS-AM.MSCI EUROPE A",ETFs,"ETFs Europa Gesamt"
LU1681042864,A2H57D,"AIS-AM.MSCI USA EOC",ETFs,"ETFs Nordamerika"
LU1681042948,A2H57E,"AIS-AM.MSCI USA DLC",ETFs,"ETFs Nordamerika"
LU1681043086,A2H57G,"AIS-AM.MSCI IND.EOC",ETFs,"ETFs Asien"
LU1681043169,A2H57H,"AIS-AM.MSCI IND.DLC",ETFs,"ETFs Asien"
LU1681043326,A2H58L,"AIS-A.MSCI EUR.XUK DR EOC",ETFs,"ETFs Europa Gesamt"
LU1681043599,A2H59Q,"AIS-AM.MSCI WLD EOC",ETFs,"ETFs Welt"
LU1681043672,A2H59R,"AIS-AM.MSCI WORLD DLC",ETFs,"ETFs Welt"
LU1681043755,A2H57L,"AIS-MSCI EA.EU.EX.RUS.EOC",ETFs,"ETFs Emerging Markets"
LU1681043839,A2H57M,"AIS-MSCI EA.EU.EX.RUS.DLC",ETFs,"ETFs Emerging Markets"
LU1681043912,A2H57J,"AIS-AM.MSCI CH. EOC",ETFs,"ETFs Asien"
LU1681044050,A2H57K,"AIS-AM.MSCI CH. DLC",ETFs,"ETFs Asien"
LU1681044308,A2H572,"AIS-A.I.MSCI E.E.S. EOC",ETFs,"ETFs Europa Gesamt"
LU1681044480,A2H58R,"AIS-AM.MSCI EM A. EOC",ETFs,"ETFs Asien"
LU1681044563,A2H58S,"AIS-AM.MSCI EM A. DLC",ETFs,"ETFs Asien"
LU1681044647,A2H569,"AIS-AM.MSCI NORDIC EOC",ETFs,"ETFs Länder Europa"
LU1681044720,A2H57A,"AIS-AM.MSCI SWITZ. EOC",ETFs,"ETFs Länder Europa"
LU1681044993,A2H57B,"AIS-AM.MSCI SWITZ. SFC",ETFs,"ETFs Europa Gesamt"
LU1681045024,A2H58P,"AIS-AM.MSCI EM L.A.EOC",ETFs,"ETFs Latein- & Südamerika"
LU1681045297,A2H58Q,"AIS-AM.MSCI EM L.A. A",ETFs,"ETFs Latein- & Südamerika"
LU1681045370,A2H58J,"AIS-AM.ID.MSCI EM.MA.EOC",ETFs,"ETFs Emerging Markets"
LU1681045453,A2H58K,"AIS-AM.MSCI EM DLC",ETFs,"ETFs Emerging Markets"
LU1681045537,A2H57S,"AIS-AM.MSCI WLD E.E.EOC",ETFs,"ETFs Welt"
LU1681045610,A2H57T,"AIS-AM.MSCI WLD E.E.DLC",ETFs,"ETFs Branchen"
LU1681045883,A2H570,"AIS-AM.MSCI WLD FIN.EOC",ETFs,"ETFs Branchen"
LU1681045966,A2H571,"AIS-AM.MSCI WLD FIN.DLC",ETFs,"ETFs Branchen"
LU1681046006,A2H57Y,"AIS-AM.MSCI WLD E.EOC",ETFs,"ETFs Branchen"
LU1681046188,A2H57Z,"AIS-AM.MSCI WLD E.DLC",ETFs,"ETFs Branchen"
LU1681046261,A2H57U,"AIS-AM.G.B.EU.B.I.G. EOC",ETFs,"ETFs Europa Bonds"
LU1681046345,A2H584,AIS-G.B.L.R.E.I.G.1-3EOC,ETFs,"ETFs Europa Bonds"
LU1681046691,A2H58G,"AIS-AM.G.H.E.B.I.G. EOC",ETFs,"ETFs Europa Bonds"
LU1681046774,A2H58E,"AIS-A.G.L.E.I.UETF 1-3EOC",ETFs,"ETFs Europa Bonds"
LU1681046857,A2H58F,"AIS-A.G.L.E.I.UETF EOD",ETFs,"ETFs Europa Bonds"
LU1681046931,A2H59J,"AIS-AM.CAC 40 EOC",ETFs,"ETFs Länder Europa"
LU1681047079,A2H59K,"AIS-AM.CAC 40 EOD",ETFs,"ETFs Länder Europa"
LU1681047236,A2H59L,"AIS-AM.EUR.STX50 EOC",ETFs,"ETFs EuroStoxx"
LU1681047319,A2H59M,"AIS-AM.EUR.STX50 EOD",ETFs,"ETFs EuroStoxx"
LU1681047400,A2H59N,"AIS-AM.EUR.STX50 DLC",ETFs,"ETFs EuroStoxx"
LU1681047665,A2H59B,"AIS-AM.JPXNIK400 SFCDH",ETFs,"ETFs Asien"
LU1681048127,A2H562,"Amun. S+P 500 Buyback",ETFs,"ETFs Nordamerika"
LU1681048556,A2H563,"AIS-AM.S+P500 BB DLC",ETFs,"ETFs Nordamerika"
LU1681048630,A2H564,"AIS-AM.S+P G.L.EOC",ETFs,"ETFs Branchen"
LU1681048713,A2H565,"AIS-AM.S+P G.L.DLC",ETFs,"ETFs Nordamerika"
LU1681048804,A2H573,"AIS-A.IND.S+P500UETF EOC",ETFs,"ETFs Nordamerika"
LU1681049018,A2H575,"AIS-A.IND.S+P500UETF DLC",ETFs,"ETFs Nordamerika"
LU1681049109,A2H576,"AIS-A.I.S+P500UETF EOCDH",ETFs,"ETFs Nordamerika"
LU1686830065,LYX0YZ,"LIF- LEMTSCBA EOA",ETFs,"ETFs Europa Bonds"
LU1686830909,LYX0Y5,"LIF-L.I.USL.E.S DLD",ETFs,"ETFs Sonstige Bonds"
LU1686831030,LYX0Y6,"LIF-L.I.USL.E.S EOD",ETFs,"ETFs Sonstige Bonds"
LU1686832194,LYX0ZA,"LIF-EO.GO.BD 25(DR)EOA",ETFs,"ETFs Europa Bonds"
LU1686832277,LYX048,"LIF-EO.GO.BD 25 EOD",ETFs,"ETFs Europa Bonds"
LU1691909508,LYX0XS,"MUL-LX.GL.GEN.EQUALI. A",ETFs,"ETFs Welt"
LU1708330235,A2H56U,"AIS-AM.JPM.GBI GL.G.UEDEH",ETFs,"ETFs Sonstige Bonds"
LU1708330318,A2H56V,"AIS-A.I.BA.G.A.500M UEDEH",ETFs,"ETFs Sonstige Bonds"
LU1720938841,A2JBPA,"UBS-JPM EMFELCB ETF  ADDL",ETFs,"ETFs Sonstige Bonds"
LU1737652237,A2H9QY,"AIS-A.I.MSCI WRD UC.ETFDD",ETFs,"ETFs Welt"
LU1737652310,A2H9QZ,"AIS-A.I.MSCI EUR.UC.ETFDD",ETFs,"ETFs Europa Gesamt"
LU1737652583,A2H9Q0,"AIS-A.IN.MSCI E.M.UCETFDD",ETFs,"ETFs Emerging Markets"
LU1737652823,A2H9Q1,"AIS-AM.I.FTSE E.N.G.UEUD",ETFs,"ETFs Branchen"
LU1737653045,A2H9Q2,"AIS-A.I.MSCI N.AM.UCETFDD",ETFs,"ETFs Nordamerika"
LU1737653631,A2H9Q3,"AIS-AM.I.JPM G.GBI G.UEUD",ETFs,"ETFs Sonstige Bonds"
LU1737653714,A2H9Q4,"AIS-A.IN.JPM EMU G.IGUEDD",ETFs,"ETFs Sonstige Bonds"
LU1737653987,A2H9Q5,"AIS-A.I.E.A.C.SRI UETFDD",ETFs,"ETFs Europa Bonds"
LU1737654019,A2H9Q6,"AIS-A.I.BA.G.A.500M UEDED",ETFs,"ETFs Sonstige Bonds"
LU1750178011,A2JHE8,M.A.-STOX.CH.A.MI.V.I.CEO,ETFs,"ETFs Asien"
LU1753045415,A2JFSU,"BNPPE.-MSCI E.SRI DIS",ETFs,"ETFs Europa Gesamt"
LU1753045928,A2JFSV,"BNPPE.-MSCI JAP.SRI UETFD",ETFs,"ETFs Asien"
LU1769088581,LYX0YG,"MUL-LYX.MSCI EM ESG T.L.A",ETFs,"ETFs Emerging Markets"
LU1772333404,DBX0QN,"XTR.STOXX EUR.600 2C EO H",ETFs,"ETFs Europa Gesamt"
LU1778293313,A2JEN0,"AIS-AIDXBGA5 DLA",ETFs,"ETFs Sonstige Bonds"
LU1781540957,LYX0YB,"MUL-LYX.CO.MOR.US EQ.DR D",ETFs,"ETFs Nordamerika"
LU1781541096,LYX0YA,"LX.IF-L.CO.MORN.UK NT DR",ETFs,"ETFs Länder Europa"
LU1781541179,LYX0YD,"MUL-LYX.CO.MSCI WLD DR A",ETFs,"ETFs Welt"
LU1781541252,LYX0YC,"MUL-LYX.CO.MSCI JAP.DR A",ETFs,"ETFs Asien"
LU1781541849,LYX0YF,"MUL-LYX.MSCI EM ASIA A",ETFs,"ETFs Asien"
LU1792117340,LYX0YJ,"MUL-LYX.MSCI EMU ES.T.EOA",ETFs,"ETFs Europa Gesamt"
LU1792117696,LYX0YK,"MUL-LYX.MSCI USA ESG TL.A",ETFs,"ETFs Nordamerika"
LU1792117779,LYX0YL,"MUL-LYX.MSCI WL.ESG T.L.A",ETFs,"ETFs Welt"
LU1804202403,A2JKF5,"UBSETF-MESFM AEOA",ETFs,"ETFs Europa Gesamt"
LU1805389258,A2JLRU,"UBS-B.B.EUR H.Q.L.A.AD.EO",ETFs,"ETFs Sonstige Bonds"
LU1806495575,A2JH17,"A-A.I.US C. UCITSDLA",ETFs,"ETFs Sonstige Bonds"
LU1812090543,LYX0YX,"LY.I.-ESG EO HI.YI.UE EOD",ETFs,"ETFs Europa Bonds"
LU1812091194,LYX0Y0,"LIF-L.F.E/N D.E EOD",ETFs,"ETFs Branchen"
LU1812091350,LYX0Y1,"LIF-L.F.E/N G.D DLD",ETFs,"ETFs Welt"
LU1812092168,LYX0Y9,"LI-L.S.E.S.D30 EOD",ETFs,"ETFs Europa Gesamt"
LU1829218319,LYX0Z0,"MUL-LYX.B.F.R.EO 0-7Y ACC",ETFs,"ETFs Europa Bonds"
LU1829218582,LYX0Z1,MUL-L.C.R.C.C.C.EX-E.TR,ETFs,"ETFs Basic Resources"
LU1829218749,LYX0Z2,"MUL-L.C.T.R./C.C.EE ACC",ETFs,"ETFs Basic Resources"
LU1829218822,LYX0Z3,"MUL-L.EO C.BD EX FI.U.ETF",ETFs,"ETFs Europa Bonds"
LU1829219127,LYX0Z4,"MUL-LYX.EO CORP.BD UC.ETF",ETFs,"ETFs Europa Bonds"
LU1829219390,LYX0Z5,"MUL-L.EO STOX.B.DR UC.ETF",ETFs,"ETFs Branchen"
LU1829219556,LYX0Z6,MUL-L.EOM.H.R.M.W.G.B.1-3,ETFs,"ETFs Europa Bonds"
LU1829219713,LYX0Z7,MUL-L.EOM.H.R.M.W.G.B.3-5,ETFs,"ETFs Europa Bonds"
LU1829220133,LYX00B,"MUL-LYX.MSCI A.C.W.UC.ETF",ETFs,"ETFs Welt"
LU1829220216,LYX00C,"MUL-LYX.MSCI A.C.W.UC.ETF",ETFs,"ETFs Welt"
LU1829221024,LYX00F,"MUL-LYX.NASDAQ-100 UC.ETF",ETFs,"ETFs Nordamerika"
LU1832418773,LYX0Y2,"LIF-L.F.E/N G.D EOD",ETFs,"ETFs Branchen"
LU1834983394,LYX01V,"LIF-600 AUTOM. EOA",ETFs,"ETFs Europa Gesamt"
LU1834983477,LYX01W,"LIF-600 BANKS EOA",ETFs,"ETFs Branchen"
LU1834983550,LYX01X,"LIF-600 BAS.RE. EOA",ETFs,"ETFs Basic Resources"
LU1834983634,LYX01Y,"LIF-600 CHEMIC. EOA",ETFs,"ETFs Europa Gesamt"
LU1834983808,LYX01Z,"LIF-600 CO.+MA. EOA",ETFs,"ETFs Branchen"
LU1834984798,LYX02H,"LIF-600 FI.SER. EOA",ETFs,"ETFs Branchen"
LU1834985845,LYX02J,"LIF-600 F.+BEV. EOA",ETFs,"ETFs Branchen"
LU1834986900,LYX02K,"LIF-600 HEALTH. EOA",ETFs,"ETFs Branchen"
LU1834987890,LYX02L,"LIF-600 IN.G.+S EOA",ETFs,"ETFs Branchen"
LU1834987973,LYX02M,"LIF-600 INSURA. EOA",ETFs,"ETFs Branchen"
LU1834988195,LYX02N,"LIF-600 MEDIA EOA",ETFs,"ETFs Branchen"
LU1834988278,LYX02P,"LIF-600 OIL+G. EOA",ETFs,"ETFs Basic Resources"
LU1834988351,LYX02Q,"LIF-600 PER.+H. EOA",ETFs,"ETFs Branchen"
LU1834988435,LYX02R,"LIF-600 RETAIL EOA",ETFs,"ETFs Branchen"
LU1834988518,LYX02S,"LIF-600 TECHN. EOA",ETFs,"ETFs Branchen"
LU1834988609,LYX02T,"LIF-600 TELEC. EOA",ETFs,"ETFs Branchen"
LU1834988781,LYX02U,"LIF-600 TR.+LEI EOA",ETFs,"ETFs Branchen"
LU1834988864,LYX02V,"LIF-600 UTILIT. EOA",ETFs,"ETFs Branchen"
LU1838002480,LYX0ZN,"LYX.IF-ROB.AI DLA",ETFs,"ETFs Branchen"
LU1841731745,LYX0YW,"MUL-LYX.MSCI CN DLA",ETFs,"ETFs Asien"
LU1852211215,A2JQW7,"UBS ETF-S.D.B.B ADLA",ETFs,"ETFs Sonstige Bonds"
LU1852211991,A2JQXC,"UBS ETF-S.D.B.B A HGDEOA",ETFs,"ETFs Sonstige Bonds"
LU1852212965,A2JQW6,"UBS ETF-S.D.B.B ADLD",ETFs,"ETFs Sonstige Bonds"
LU1859444769,A2N8AD,"BNPPE.-EO CORP.BD.SRI UE",ETFs,"ETFs Sonstige Bonds"
LU1861132840,A2JSC9,"AIS-GL.ART.INT. AHEOA",ETFs,"ETFs Welt"
LU1861134382,A2JSDA,"AIS-AM.MS.W SRI DR HEOA",ETFs,"ETFs Welt"
LU1861136247,A2JSDB,"AIS-MS. USA SRI DR AHEOA",ETFs,"ETFs Nordamerika"
LU1861137484,A2JSDC,"AIS-A.M.EU.SRI DR AOEA",ETFs,"ETFs Europa Gesamt"
LU1861138961,A2JSDD,"AIS-MSCI E.M. DR ADLA",ETFs,"ETFs Emerging Markets"
LU1873136789,A2N4RJ,U.A.G.C.B.U.E.IAEOH,ETFs,"ETFs Sonstige Bonds"
LU1875395870,DBX0Q9,"XTR.NIKKEI 225 2DEOH",ETFs,"ETFs Asien"
LU1879532940,LYX007,"M-LY.IN.DL10Y I.EX.UE ADL",ETFs,"ETFs Sonstige Bonds"
LU1899270539,A2N8AW,"SI UC.-UC M.E.G.B.E. EOA",ETFs,"ETFs Europa Bonds"
LU1900065811,LYX019,"MUL-L.M.INDON. EOA",ETFs,"ETFs Asien"
LU1900066033,LYX018,"MUL-L.M.TAIWAN EOA",ETFs,"ETFs Asien"
LU1900066207,LYX02B,"MUL-L.M.BRAZIL EOA",ETFs,"ETFs Latein- & Südamerika"
LU1900066462,LYX02C,"MUL-L.EA.E.E.R. EOA",ETFs,"ETFs Emerging Markets"
LU1900066629,LYX02D,"MUL-L.EM LA.AM. EOA",ETFs,"ETFs Latein- & Südamerika"
LU1900066975,LYX016,"MUL-L.O.M.KOREA EOA",ETFs,"ETFs Asien"
LU1900067601,LYX02F,"MUL-L.M.TURKEY EOA",ETFs,"ETFs Länder Sonstige"
LU1900067940,LYX013,"MUL-L.HONG KONG EOD",ETFs,"ETFs Asien"
LU1900068161,LYX014,"MUL-L.AS.E.JAP. EOA",ETFs,"ETFs Asien"
LU1900068328,LYX015,"MUL-L.AS.P.E.J. EOA",ETFs,"ETFs Asien"
LU1900068674,LYX00U,"MUL-L.AS.PA.E.JAP. DL DIS",ETFs,"ETFs Asien"
LU1900068914,LYX011,"MUL-L.CHIN.ENT. EOA",ETFs,"ETFs Asien"
LU1900069219,LYX0XU,"MUL-L.C.T.R./C.C.EE EOA",ETFs,"ETFs DAX"
LU1910939849,LYX99B,"MUL-L.C.G.I.L.1-10Y BD DR",ETFs,"ETFs Sonstige Bonds"
LU1910940268,LYX99D,"MUL-L.C.G.I.L.1-10Y BD DR",ETFs,"ETFs Sonstige Bonds"
LU1920015440,DBX0RD,"XTK2 USD E.M.BOND 2CDLA",ETFs,"ETFs Sonstige Bonds"
LU1923163676,A2PBLB,"AIS-A.FL.RA.EO.CO.1-3 LSH",ETFs,"ETFs Sonstige Bonds"
LU1923163759,A2PBLC,"AIS-A.FL.RA.EO.CO.1-3 DLH",ETFs,"ETFs Sonstige Bonds"
LU1923627092,LYX0XV,"MUL-LYX.MSCI RUSSI.UC.ETF",ETFs,"ETFs Länder Sonstige"
LU1923627332,LYX01C,"MUL-LYX.MSCI RUSSI.DIS.LS",ETFs,"ETFs Länder Sonstige"
LU1931974262,A2PBLF,"AMUNDI I.S.-A.PR.UE DREOD",ETFs,"ETFs Europa Gesamt"
LU1931974429,A2PBLH,AMUN.I.S.-A.PR.EU.UEDREOD,ETFs,"ETFs EuroStoxx"
LU1931974692,A2PBLJ,"AMUNDI I.S.-A.PRI.GL.DRDL",ETFs,"ETFs Welt"
LU1931974775,A2PBLK,AMUN.I.S.-A.P.JAP.UEDRYND,ETFs,"ETFs Asien"
LU1931974858,A2PBLL,"AMUN.I.S.-A.P.USA UEDRDLD",ETFs,"ETFs Nordamerika"
LU1931975079,A2PBLN,"AM.I.S.-A.P.EO CO.UEDREOD",ETFs,"ETFs Europa Bonds"
LU1931975152,A2PBLP,AMUN.I.S.-A.P.E.G.UEDREOD,ETFs,"ETFs Europa Bonds"
LU1931975236,A2PBLQ,AMUN.I.S.-A.P.G.G.UEDREOD,ETFs,"ETFs Sonstige Bonds"
LU1931975319,A2PBLR,"AMU.I.S.-A.P.US T.UEDRDLD",ETFs,"ETFs Sonstige Bonds"
LU1940199711,LYX99A,"MUL-LYX.M.E.ES.L.DR ACCEO",ETFs,"ETFs Europa Gesamt"
LU1953136527,A2PHCA,"BNP P.EASY-ECPI CEL UETFC",ETFs,"Other ETFs"
LU1953137681,A2PP8D,"BNP PE-M.E.S.S-S.C5 U.ETF",ETFs,"ETFs Branchen"
LU1953188833,A2PESQ,"UE-MSCI CN EUE ADLD",ETFs,"ETFs Asien"
LU1954152853,LYX02Z,"MUL-LYX.NASDAQ DAHEOA",ETFs,"ETFs Nordamerika"
