ISIN,WKN,Bezeichnung,Anlagegruppe,Anlageuniversum
LU0411075020,DBX0BY,"DB X-TR SHORT DAX X2",ETFs,"ETFs DAX"
LU0411075376,DBX0BZ,"DB X-TR DAX X2",ETFs,"ETFs DAX"
LU0411078552,DBX0B5,"DB X.TR. S&P 500 2X",ETFs,"ETFs Nordamerika"
LU0411078636,DBX0B6,"DB X-TR.SHORT S+P500 LEV.2XI.IC",ETFs,"ETFs Nordamerika"
LU0419741177,ETF090,"LYXOR COMMO EX AGRI ETF I",ETFs,"ETFs Basic Resources"
LU0429458895,DBX0CU,"DBX USD TREASURIES 1-3 DIS",ETFs,"ETFs Sonstige Bonds"
LU0429459356,DBX0CQ,"DB X-TRACKERS II IBOXX $ TREASURIES UCITS ETF",ETFs,"ETFs Sonstige Bonds"
LU0429790743,DBX0CZ,"XTR.DB BL.CO.O.Y.SW.2CEOH",ETFs,"ETFs Basic Resources"
LU0431139764,A0X8U6,"ETHNA-AKTIV T",Fonds,"Fonds Misch"
LU0446734104,A0X97P,"UBS-ETF MSCI EUROPE",ETFs,"ETFs Europa Gesamt"
LU0446734369,A0X97R,"UBS-ETF EMU VALUES",ETFs,"ETFs Europa Gesamt"
LU0446734526,A0X97T,"UBS-ETF MSCI PACIFIC EX JAPAN",ETFs,"ETFs Asien"
LU0446734872,A0X97V,"UBS-ETF-MSCI CANADA CDAD",ETFs,"ETFs Nordamerika"
LU0460391732,DBX0DZ,"XTR.DBLCI CO.O.Y.SW.2CEOH",ETFs,"ETFs DAX"
LU0460391906,DBX0D0,"XTR.DBLCI CO.O.Y.SW.3CEOH",ETFs,"ETFs DAX"
LU0468896575,DBX0C7,"DBX TRKS IBOXX GERM. TR INDEX ETF",ETFs,"ETFs Europa Bonds"
LU0468897110,DBX0C9,"DBX TRKS IBOXX GERM. 1-3 TR INDEX ETF",ETFs,"ETFs Europa Bonds"
LU0476289466,DBX0ES,"DB X-TR.MSCI MEX.TRN I.1C",ETFs,"ETFs Latein- & Südamerika"
LU0476289540,DBX0ET,"DB X-T.MSCI CANADA T.I.1C",ETFs,"ETFs Nordamerika"
LU0476289623,DBX0EU,"DB X-T.MSCI INDO.TRN I.1C",ETFs,"ETFs Asien"
LU0478205379,DBX0EY,"DB X-TR.II-IB.EOL.C.100IC",ETFs,"ETFs Europa Bonds"
LU0480132876,UB42AA,"UBS-TECHNO. MSCI EMERG.MRKT. A",ETFs,"ETFs Emerging Markets"
LU0484968812,DBX0E8,"DBX TRKS IBOXX EUR LIQI CORP. 100 FINAN. SUB-INDEX",ETFs,"ETFs Europa Bonds"
LU0484969463,DBX0FE,"DBX TRKS IBOXX SOVGS EUROZNE AAA TRI ETF",ETFs,"ETFs Europa Bonds"
LU0486851024,DBX0FK,"DB X-TRACK MSCI EUROPE VALUE TRN",ETFs,"ETFs Europa Gesamt"
LU0488317701,ETF091,"LYXOR GOLD BUGS ETF I",ETFs,"ETFs Basic Resources"
LU0489337690,DBX0F1,"DB X-T.FTSE E/N D.E.RE.1C",ETFs,"Other ETFs"
LU0490618542,DBX0F2,"DB X-TRACKERS S&P 500 ETF",ETFs,"ETFs Nordamerika"
LU0494592974,DBX0GG,"dbx Australia SSA Bd.s",ETFs,"ETFs Sonstige Bonds"
LU0496786574,LYX0FS,"LYXOR ETF S&P 500",ETFs,"ETFs Nordamerika"
LU0496786657,LYX0FZ,"MUL-LYX.S+P500UC.ETF DDL",ETFs,"ETFs Nordamerika"
LU0496786905,LYX0FU,"LYXOR ETF S&P ASX 200",ETFs,"ETFs Asien"
LU0514694370,DBX0GW,"DB X-TRACKERS MSCI MALAYSIA TRN INDEX ETF",ETFs,"ETFs Asien"
LU0514694701,DBX0GY,"DB X-TRACKERS MSCI THAILAND TRN INDEX ETF",ETFs,"ETFs Asien"
LU0514695187,DBX0G0,"DB X-TRACKERS MSCI INDIA TRN INDEX ETF",ETFs,"ETFs Asien"
LU0514695690,DBX0G2,"DB X-TRACKERS MSCI CHINA TRN INDEX ETF",ETFs,"ETFs Asien"
LU0524480265,DBX0HM,"XTR.II IB.E.G.B.Y.P. 1C",ETFs,"ETFs Europa Bonds"
LU0530119774,ETF562,"LYX BUND FU -1X INV ETF I",ETFs,"ETFs Europa Bonds"
LU0533032008,LYX0GH,"LYXOR MSCI WORLD CONSUM. DISCRET. TR",ETFs,"ETFs Branchen"
LU0533032180,LYX0G6,"MUL-LYX.MSCI WCD U.ETFADL",ETFs,"ETFs Branchen"
LU0533032263,LYX0GJ,"LYXOR MSCI WORLD CONSUM. STAPLES TR",ETFs,"ETFs Branchen"
LU0533032347,LYX0G5,"MUL-LYX.MSCI WCS TRUE ADL",ETFs,"ETFs Branchen"
LU0533032420,LYX0GK,"LYXOR MSCI WORLD ENERGY TR",ETFs,"ETFs Branchen"
LU0533032776,LYX0G8,"MUL-LYX.MSCI W.EN. ADL",ETFs,"ETFs Branchen"
LU0533032859,LYX0GL,"LYXOR MSCI WORLD FINANCIALS TR",ETFs,"ETFs Branchen"
LU0533033071,LYX0G7,"MUL-LYX.MSCI W.FI. ADL",ETFs,"ETFs Branchen"
LU0533033238,LYX0GM,"LYXOR MSCI WORLD HEALTH CARE TR",ETFs,"ETFs Branchen"
LU0533033311,LYX0G3,"MUL-LYX.MSCI W.HCTRUE ADL",ETFs,"ETFs Branchen"
LU0533033402,LYX0GN,"LYXOR MSCI WORLD INDUSTRIALS TR",ETFs,"ETFs Branchen"
LU0533033584,LYX0G0,"MUL-LYX.MSCI W.IN.ADL",ETFs,"ETFs Branchen"
LU0533033667,LYX0GP,"LYXOR MSCI WORLD INFORMATION TECHNO. TR",ETFs,"ETFs Branchen"
LU0533033741,LYX0GZ,"MUL-LYX.MSCI W.ITTRUE ADL",ETFs,"ETFs Branchen"
LU0533033824,LYX0GQ,"LYXOR MSCI WORLD MATERIALS TR",ETFs,"ETFs Branchen"
LU0533034046,LYX0G2,"MUL-LYX.MSCI W.MA.ADL",ETFs,"ETFs Branchen"
LU0533034129,LYX0GR,"LYXOR MSCI WORLD TELECOMMUN. SERV. TR",ETFs,"ETFs Branchen"
LU0533034392,LYX0G1,"MUL-LYX.MSCI W.TS.TRUECDL",ETFs,"ETFs Branchen"
LU0533034558,LYX0GS,"LYXOR MSCI WORLD UTILITIES TR",ETFs,"ETFs Branchen"
LU0533034632,LYX0G4,"MUL-LYX.MSCI W.UT.ADL",ETFs,"ETFs Branchen"
LU0592215403,DBX0H9,"DB MSCI PHIL.I.M.T.IDX",ETFs,"ETFs Asien"
LU0592216393,DBX0HR,"XTR.SPAIN 1CEO",ETFs,"ETFs Länder Europa"
LU0592217524,DBX0HX,"DB X-TRACK MSCI EFM AFRICA TOP 50 CAPD TRN",ETFs,"ETFs Länder Sonstige"
LU0599612842,A1JH10,"OSSIAM EUROPE MINIMUM VARIANCE NR",ETFs,"Other ETFs"
LU0599613147,A1JH12,"OSSIAM ETF STOXX EUROPE 600 EQUAL WEIGHT NR",ETFs,"ETFs Europa Gesamt"
LU0603933895,ETF003,"LYXOR DIVDAX ETF UCITS I",ETFs,"ETFs Deutschland"
LU0603940916,ETF004,"LYX SHORTDAX -1XINV ETF I",ETFs,"ETFs DAX"
LU0603942888,ETF005,"LYXOR SDAX UCITS ETF I",ETFs,"ETFs Deutschland"
LU0603946798,ETF029,"LYXOR SPI TR UCITS ETF I",ETFs,"Other ETFs"
LU0613540268,DBX0HH,"dbx MTS Ex-Bk. of Italy BOT",ETFs,"ETFs Europa Bonds"
LU0614173549,DBX0JH,"dbx iBo Soverei. Euroz. 1-3",ETFs,"ETFs Europa Bonds"
LU0614173895,DBX0JJ,"dbx iBo Soverei. Euroz. 3-5",ETFs,"ETFs Europa Bonds"
LU0629459743,A1JA1R,"UBS MSCI WORLD SOCIALLY RESPON A",ETFs,"ETFs Welt"
LU0629460089,A1JA1S,"UBS ETF-U.E.-MSCI USA S.R.U.E.",ETFs,"ETFs Nordamerika"
LU0629460675,A1JA1T,"UBS E.-MSCI EMU S.R.EOAD",ETFs,"ETFs Europa Gesamt"
LU0629460832,A1JA1U,"UBS-ETF-MSCI PACIFIC SOC.RESP.",ETFs,"ETFs Asien"
LU0635178014,ETF127,"LYX MSCI EM MKT ETF DIS I",ETFs,"ETFs Emerging Markets"
LU0641006290,DBX0LY,"XTR.II GBL GOV.BD 2DLSH",ETFs,"ETFs Sonstige Bonds"
LU0641006456,DBX0LZ,"XTR.II GBL GOV.BD 3CDLH",ETFs,"ETFs Sonstige Bonds"
LU0641006613,DBX0L0,"XTR.II GBL GOV.BD 4CSFH",ETFs,"ETFs Sonstige Bonds"
LU0641007009,DBX0L2,"XTR.II GL.INF.-LI.B.2CDLH",ETFs,"ETFs Sonstige Bonds"
LU0641007264,DBX0L3,"XTR.II GL.INF.-LI.B.3DLSH",ETFs,"ETFs Sonstige Bonds"
LU0641007421,DBX0L4,"XTR.II GL.INF.-LI.B.4DSFH",ETFs,"ETFs Sonstige Bonds"
LU0643975161,DBX0KA,"dbx iBo Germy 4% - D",ETFs,"ETFs Europa Bonds"
LU0643975591,DBX0KC,"dbx iBo Soverei. Euroz. 4%",ETFs,"ETFs Europa Bonds"
LU0650624025,ETF006,"LYXOR FAZ 100 INDEX ETF I",ETFs,"ETFs Deutschland"
LU0659578842,DBX0KG,"DB MSCI SING.I.TRN IN.",ETFs,"ETFs Asien"
LU0659579063,DBX0KJ,"DB X-TRACKERS ATX",ETFs,"ETFs Länder Europa"
LU0659579147,DBX0KK,"DB MSCI PAKIST.I.T.IN.",ETFs,"ETFs Asien"
LU0659579733,DBX0KQ,"dbx MSCI World Idx. (EUR hedgd)",ETFs,"ETFs Welt"
LU0659580079,DBX0KT,"DB MSCI JAP.TRN IN.",ETFs,"ETFs Asien"
LU0659580236,DBX0KV,"XTR.MSCI JAPAN 6CLSH",ETFs,"ETFs Asien"
LU0671493277,A1JHNE,"UBS-ETF MSCI EMU SMALL CAP A",ETFs,"ETFs Europa Gesamt"
LU0677077884,DBX0MB,"XTR.II USD EM BD 2D DL",ETFs,"ETFs Sonstige Bonds"
LU0690964092,DBX0MF,"dbx Glob. Sov. (EUR hedgd)",ETFs,"ETFs Europa Bonds"
LU0705291903,A1JPU9,"OSS. EM LOW VARIANCE",ETFs,"ETFs Emerging Markets"
LU0721552544,A1JRC9,"UBS US 1-3 Yr.Tr.Bd. (USD)",ETFs,"ETFs Sonstige Bonds"
LU0721552973,A1JRDC,"UBS US 7-10 Yr.Tr.Bd. (USD)",ETFs,"ETFs Sonstige Bonds"
LU0721553864,A1JRDL,"UBS iBo ¿ Liq. Corps (EUR)",ETFs,"ETFs Europa Bonds"
LU0779800910,DBX0M2,"DB CSI300 INDEX",ETFs,"ETFs Asien"
LU0820950128,DBX0ND,"dbx iBo EUR Liq. Cov.",ETFs,"ETFs Europa Bonds"
LU0832435464,LYX0PM,"LYXOR ETF S&P 500 VIX FUTURES ENHANCED ROLL",ETFs,"Other ETFs"
LU0832436512,LYX0PP,"LYXOR ETF SG GLOBAL QUALITY INCOME NTR",ETFs,"ETFs Welt"
LU0838780707,DBX0NF,"DB X-TR.FTSE 100 UCITS ETF",ETFs,"ETFs Länder Europa"
LU0838782315,DBX0NH,"DB X-TRACKE.DAX ETF",ETFs,"ETFs DAX"
LU0839027447,DBX0NJ,"DB NIKKEI 225 UCITS",ETFs,"ETFs Asien"
LU0846194776,DBX0GJ,"DB X-TRACKERS MSCI EMU INDEX UCITS ETF (DR)",ETFs,"ETFs EuroStoxx"
LU0861095221,A1J9GW,"EUROPE SECTORTREND UCITS ETF",ETFs,"ETFs Europa Gesamt"
LU0875160326,DBX0NK,"DB X CSI300 HARVEST",ETFs,"ETFs Asien"
LU0879397742,A1H9GF,"UBS SBI Foreign AAA-BBB 1-5 CHF",ETFs,"ETFs Sonstige Bonds"
LU0879399441,A1H9GG,"UBS SBI Forei. AAA-BBB 5-10 CHF",ETFs,"ETFs Sonstige Bonds"
LU0908500753,LYX0Q0,"LY.I.-L.CO.ST.EO 600(DR)A",ETFs,"ETFs Europa Gesamt"
LU0908501058,LYX0Q1,"LYXOR I.-C.EOS.300(DR)UEA",ETFs,"ETFs Europa Gesamt"
LU0908501132,LYX0P8,"LYXOR I.-C.EOS.300(DR)DEO",ETFs,"ETFs Europa Gesamt"
LU0908501215,LYX0Q2,"LYXOR I.-CO.EO ST.50(DR)A",ETFs,"ETFs EuroStoxx"
LU0908501488,LYX049,"LIF-COR.E.ST50 EOD",ETFs,"ETFs EuroStoxx"
LU0908508731,DBX0NM,"dbx Glob. Sov.",ETFs,"Other ETFs"
LU0908508814,DBX0NN,"dbx iBo Glob. Infla.-Linked",ETFs,"ETFs Sonstige Bonds"
LU0925589839,DBX0K7,"DB X-TRACKERS II EUROZONE GOVERNMENT BOND YIELD PL",ETFs,"ETFs Europa Bonds"
LU0927735406,DBX0NT,"XTR.MSCI JAPAN 2DDLH",ETFs,"ETFs Asien"
LU0942970103,DBX0NV,"dbx Barlys Glob. Aggregate Bd.",ETFs,"ETFs Sonstige Bonds"
LU0942970285,DBX0NW,"XTR.II GBL AGG.B.SW.2CDLH",ETFs,"ETFs Sonstige Bonds"
LU0942970368,DBX0NX,"XTR.II GBL AGG.B.S. 3DLSH",ETFs,"ETFs Sonstige Bonds"
LU0942970442,DBX0NY,"XTR.II GBL AGG.B.SW.4CSFH",ETFs,"ETFs Sonstige Bonds"
LU0942970798,DBX0NZ,"XTR.II GBL AGG.B.SW.5CEOH",ETFs,"ETFs Sonstige Bonds"
LU0943504760,DBX0NU,"XTR.SWITZERLAND 1C",ETFs,"ETFs Länder Europa"
LU0947415054,ETF024,"LYX FTSE CHINA A50 ETF I",ETFs,"ETFs Asien"
LU0950381748,A1W15E,BNPPE.-F.E./N.E.C.UECEO,ETFs,"Other ETFs"
LU0950674332,A1W3CQ,"UBS-ETF-MSCI WLD.S.R.AADL",ETFs,"ETFs Welt"
LU0952581584,DBX0N3,"dbx iBo Japan Sov.",ETFs,"ETFs Sonstige Bonds"
LU0959210278,LYX0RD,"MUL-LYSGEUQUINNTRDRUE D",ETFs,"ETFs Sonstige Bonds"
LU0959211243,LYX0RE,"LYXOR ETF SP5 DH",ETFs,"ETFs Nordamerika"
LU0962071741,DBX0N8,"dbx iBo Sov. Euroz. Yld Plus",ETFs,"ETFs Europa Bonds"
LU0962078753,DBX0N9,"dbx iBo Glob.Infla.Lkd. EUR hed",ETFs,"ETFs Sonstige Bonds"
LU0962081203,DBX0PA,"dbx iBo Germy Cov.",ETFs,"ETFs Europa Bonds"
LU0975326215,DBX0PF,"dbx iBo Soverei. Euroz. AAA",ETFs,"ETFs Europa Bonds"
LU0975334821,DBX0PE,"dbx iBo Sov. Euroz. Yield Pl.1-3",ETFs,"ETFs Europa Bonds"
LU0994505336,DBX0K8,"XTR.SPAIN 1DEO",ETFs,"ETFs Länder Europa"
LU1033693638,ETF007,"LYXOR MDAX UCITS ETF I",ETFs,"ETFs Deutschland"
LU1048313891,A110QD,"UBS MSCI EM Soci. Respon. USD",ETFs,"ETFs Emerging Markets"
LU1048313974,A110QE,"UBS-ETF-MSCI E.MA.S.R.ADL",ETFs,"ETFs Emerging Markets"
LU1048314196,A110QF,"UBS Euro Area Liq. Corps 1-5 Yr.",ETFs,"ETFs Europa Bonds"
LU1048314949,A110QP,"UBS US Liq. Corps 1-5 Yr.",ETFs,"ETFs Sonstige Bonds"
LU1048315243,A110QS,"UBS US Liq. Corps 1-5 Yr hdg EUR",ETFs,"ETFs Sonstige Bonds"
LU1048316647,A110Q5,"UBS US Liq. Corps (USD)",ETFs,"ETFs Sonstige Bonds"
LU1048317025,A110Q8,"UBS US Liq. Corps (hedgd EUR)",ETFs,"ETFs Sonstige Bonds"
LU1079841273,A116QV,"OSS.S.B.US S.V.T U.ETF1CE",Fonds,"Fonds Aktien"
LU1079842321,A116QX,"OSSIAM SHLR BCLY CAPE ERP SV",ETFs,"ETFs Europa Gesamt"
LU1093307442,A11894,"OSS.(L)-OSMAIGESC ETF1CEO",ETFs,"Other ETFs"
LU1094612022,DBX0PN,"DB X- II HARVEST CSI CHINA",ETFs,"ETFs Asien"
LU1109939865,DBX0PP,"dbx iBo EUR Hi Yld Bd. 1-3",ETFs,"ETFs Europa Bonds"
LU1109942653,DBX0PR,"dbx iBo EUR Hi Yld Bd.",ETFs,"ETFs Europa Bonds"
LU1109943388,DBX0PS,"DBXTRII-EUR H.Y.C.BD U.ETF(DR)",ETFs,"ETFs Europa Bonds"
LU1127514245,DBX0PU,"XTR.MSCI EMU 1CDLH",ETFs,"ETFs Emerging Markets"
LU1127516455,DBX0PV,"XTR.MSCI EMU 2CSFH",ETFs,"ETFs Europa Gesamt"
LU1135865084,LYX0Q9,"MUL-LYX.S+P500UC.ETF A",ETFs,"ETFs Nordamerika"
LU1169821292,A14ME3,"UBS-ETF-MSCI UK H-EO AAC",ETFs,"ETFs Länder Europa"
LU1169822266,A14MFB,"UBS-ETF-MSCI JAP.H-EO AAC",ETFs,"ETFs Asien"
LU1184092051,DBX0PW,"XTR.MSCI EUROPE 2CDLH",ETFs,"ETFs Europa Gesamt"
LU1190417599,LYX0WM,"LYXOR IF-L.SM.CSH U.E.CEO",ETFs,"ETFs Sonstige Bonds"
LU1199448058,A14PYG,"UC Thom. Bal. Europ.an Conv. Bd",ETFs,"ETFs Sonstige Bonds"
LU1215415214,LYX0TM,"LYXOR HIGH YLD BB",ETFs,"Other ETFs"
LU1215451524,A14XG5,"UBS ETF - FACTOR MSCI EMU QUAL",ETFs,"ETFs Europa Gesamt"
LU1215452928,A14XG8,"UBS ETF - FACTOR MSCI EMU PRIME",ETFs,"ETFs Europa Gesamt"
LU1215454460,A14XHB,"UBS ETF - FACTOR MSCI EMU LOWVOL",ETFs,"ETFs Europa Gesamt"
LU1215461325,A14YV6,"UBS-BBMSCIUSLCSUETF AAHEO",ETFs,"ETFs Sonstige Bonds"
LU1215827756,DBX0Q0,"XTR.MSCI JAPAN 7CSFH",ETFs,"ETFs Asien"
LU1215828218,DBX0Q1,"XTR.MSCI EMU 3CSFH",ETFs,"ETFs Europa Gesamt"
LU1220245556,LYX0TS,"LYXOR MSCI PAC X J",ETFs,"ETFs Asien"
LU1221100792,DBX0PY,"XTR.DAX INCOME 2CDLH",ETFs,"ETFs DAX"
LU1221102491,DBX0P0,"XTR.DAX INCOME 4CSFH",ETFs,"ETFs Sonstige Bonds"
LU1230136894,LYX0UU,"LYXOR IF-LYX.SM.O.R.UECLS",ETFs,"ETFs Europa Bonds"
LU1230561679,A14UX8,"UBS MSCI JAPAN SOCIAL RESP. ETF",ETFs,"ETFs Asien"
LU1233598447,LYX0T3,"MUL-LYXOR FED FDS USD A",ETFs,"ETFs Sonstige Bonds"
LU1242369327,DBX0P1,"XTR.MSCI EUROPE 1D",ETFs,"ETFs Europa Gesamt"
LU1248511575,LYX0UV,"LYXOR IF-LYX.SM.O.R.UECDL",ETFs,"ETFs Europa Bonds"
LU1254453738,A140D8,"OSSIAM JAPAN MIN VARIANCE 1C",ETFs,"ETFs Asien"
LU1273488715,A14X32,"UBS-ETF-MSCI JAP.SR AAEOH",ETFs,"ETFs Asien"
LU1275255799,ETF099,"LYX COMM X AGR HEDG ETF I",ETFs,"ETFs DAX"
LU1280303014,A14YUN,"UBS ETF-MSCI US.S.R.ADEOH",ETFs,"ETFs Nordamerika"
LU1285959703,LYX0T6,"LIF-LYESGDLCOBDDR D",ETFs,"ETFs Sonstige Bonds"
LU1285960032,LYX0VD,"LIF-LYESGDLCOBDDR MHEOD",ETFs,"ETFs Sonstige Bonds"
LU1287022708,LYX0V7,"LYXOR PAN AFRICA",ETFs,"ETFs Länder Sonstige"
LU1287023003,LYX0VG,"LYXOR ETF EUROMTS 5-7Y",ETFs,"ETFs Europa Bonds"
LU1287023185,LYX0VH,"LYXOR ETF EUROMTS 7-10Y",ETFs,"ETFs Europa Bonds"
LU1287023268,LYX0VF,"LYXOR ETF EUROMTS 15+Y",ETFs,"ETFs Europa Bonds"
LU1287023342,LYX0VE,"LYXOR ETF EUROMTS AAA GOVMNT BOND",ETFs,"ETFs Europa Bonds"
LU1291091228,A2ACQZ,BNPPE.-F.E./N.D.E.UEQDDIS,ETFs,"Other ETFs"
LU1291097779,A2AL1R,"BNP EMERGING MARKETS EX WEAPONS",ETFs,"ETFs Emerging Markets"
LU1291098827,A2AL1W,"BNP  EMU EX CONTROVERSIAL WEAPON",ETFs,"ETFs Europa Gesamt"
LU1291099718,A2AL1V,"BNP  EUROPE EX CONTROVERSIAL WEA",ETFs,"ETFs Europa Gesamt"
LU1291100664,A2ADBR,"BNP EUROPE EX UK EX WEAPONS",ETFs,"ETFs Europa Gesamt"
LU1291101555,A2AL1T,"BNPPE-MSCI EU.SC.XCW UECE",ETFs,"ETFs Europa Gesamt"
LU1291102447,A2ADB6,"BNP JAPAN EX WEAPONS",ETFs,"ETFs Asien"
LU1291104575,A2ADB1,"BNP NORTH AMERICA EX WEAPONS",ETFs,"ETFs Nordamerika"
LU1291106356,A2ADBW,"BNPPE-MSCI PA.XJXCW.UECEO",ETFs,"ETFs Asien"
LU1291109293,A2ACQY,"BNP EASY INFRASTRUCTURE",ETFs,"ETFs Branchen"
LU1291109616,A2AE6P,"BNP P.EASY-EN.+ME.E.R.CEO",ETFs,"ETFs Basic Resources"
LU1302703878,LYX0VQ,"MUL-LYX.S+P500U.ETF DHSFD",ETFs,"ETFs Nordamerika"
LU1310477036,DBX0P8,"DBX HGI AH50 DR",ETFs,"ETFs Asien"
LU1324516050,A1439E,"UBS ETF USD EM SOVEREIGN",ETFs,"ETFs Sonstige Bonds"
LU1324516308,A1439H,"UBS-ETF-BARC.USD EM.MKTS SOV.",ETFs,"ETFs Sonstige Bonds"
LU1327051279,LYX0UW,"M-L.S+P 500 D.(-2X)I.UE A",ETFs,"ETFs Nordamerika"
LU1372156916,A2AEZ5,"SI U-UC TH.REU.B.E.C.BD D",ETFs,"ETFs Europa Bonds"
LU1377381717,A2AL3Y,"BNP  EQUITY LOW VOL EUROPE",ETFs,"ETFs Europa Gesamt"
LU1377381980,A2AL3Z,"BNP PARIBAS EASY EQUITY LOW VOL",ETFs,"ETFs Nordamerika"
LU1377382012,A2AL30,"BNP  EQUITY MOMENTUM EUROPE",ETFs,"ETFs Europa Gesamt"
LU1377382103,A2AL31,"BNP  EQUITY QUALITY EUROPE",ETFs,"ETFs Europa Gesamt"
LU1377382285,A2AL32,"BNP  EQUITY VALUE EUROPE",ETFs,"ETFs Europa Gesamt"
LU1377382368,A2DPX9,BNPPE.-L.C.100.EU.UECEO,ETFs,"ETFs Europa Gesamt"
LU1390062245,LYX0U6,"LYX EUR 2-10Y INFL EXPECTATN",ETFs,"ETFs Europa Bonds"
LU1390062831,LYX0U5,"LYX USD 10Y INFL EXPECTATION",ETFs,"ETFs Sonstige Bonds"
LU1399300455,DBX0QG,"DB X-T.II-IBOXX USD T. ETF(DR)",ETFs,"ETFs Europa Bonds"
LU1407887162,LYX0VT,"M-L.CO.IB.DL TR.1-3Y(DR)D",ETFs,"ETFs Sonstige Bonds"
LU1407887329,LYX0WK,"MUL-L.CO US TR.1-3Y MHEOD",ETFs,"ETFs Sonstige Bonds"
LU1407888053,LYX0VA,"MUL-LY.C.IB.DL TR.7-10Y D",ETFs,"ETFs Sonstige Bonds"
LU1407888996,LYX0VU,"M.-L.C.IB.DL T.5-7Y(DR)UE",ETFs,"ETFs Sonstige Bonds"
LU1407890620,LYX0Z9,"MUL-L.IBOX.USD T.10Y+DR D",ETFs,"ETFs Sonstige Bonds"
LU1407890976,LYX00A,"MUL-L.CO US TR.10+Y DEOHM",ETFs,"ETFs Sonstige Bonds"
LU1407891602,LYX0VV,"MUL-LYX.IB.LS L.C.L.D. D",ETFs,"ETFs Sonstige Bonds"
LU1407892592,LYX0VW,"MUL-LYX.FTSE AC.UK GI. D",ETFs,"ETFs Sonstige Bonds"
LU1407893301,LYX0VX,"MUL-LC.FTSE A.UK GIL(DR)D",ETFs,"ETFs Sonstige Bonds"
LU1409136006,DBX0QJ,"DB X-TRACKERS II IBOXX USD LIQUID ASIA EX-JAPAN CO",ETFs,"ETFs Sonstige Bonds"
LU1435356149,LYX0V1,"LYX.I-BOAML DL HY BD D",ETFs,"ETFs Sonstige Bonds"
LU1435356495,LYX0V0,"LYX.I-BOAML DL HY B.MHEOD",ETFs,"ETFs Sonstige Bonds"
LU1437015735,A2ATYJ,"AIS-A.I.MSCI EUR.UC.ETFDR",ETFs,"ETFs Europa Gesamt"
LU1437016204,A2ATYP,"AIS-AM.I.JPM G.GBI G.UEUC",ETFs,"ETFs Sonstige Bonds"
LU1437016543,A2ATYS,"AIS-A.I.MSCI N.AM.UCETFDR",ETFs,"ETFs Nordamerika"
LU1437016972,A2ATYV,"AIS-A.I.MSCI WRD UC.ETFDR",ETFs,"ETFs Welt"
LU1437017350,A2ATYY,"AIS-A.IN.MSCI E.M.UCETFDR",ETFs,"ETFs Emerging Markets"
LU1437017863,A2ATY3,"AIS-A.IND.S+P500UETF D",ETFs,"ETFs Nordamerika"
LU1437018168,A2ATY6,"AIS-A.I.E.A.C.SRI UETFD",ETFs,"ETFs Europa Bonds"
LU1437018598,A2AUDE,"AIS-A.IN.JPM EMU G.IGUETF",ETFs,"ETFs Europa Bonds"
LU1437018838,A2ATZC,"AIS-AM.I.FTSE E.N.G.UEUC",ETFs,"Other ETFs"
LU1437024729,A2ANS1,"AIS-A.I.BA.G.A.500M UEED",ETFs,"ETFs Sonstige Bonds"
LU1437025023,A2ATZS,"AIS-AMUN.FTSE 100 U.ETF C",ETFs,"ETFs Länder Europa"
LU1437025296,A2ATZT,"AIS-AM.MSCI UK IMI SRI D",ETFs,"ETFs Europa Gesamt"
LU1440654330,A2ANVN,"ICBCCS WISDOMTREE S&P CHINA500",ETFs,"ETFs Asien"
LU1446552496,A2ANVR,"OSS.GL.MULTI-ASS. RISK-CONTROL",ETFs,"ETFs Welt"
LU1452600197,LYX0ZQ,"MUL-L.CO.US TIPS(DR) C DL",ETFs,"ETFs Sonstige Bonds"
LU1452600270,LYX0VY,"LYXOR US TIPS DR UCITS ETF",ETFs,"ETFs Sonstige Bonds"
LU1452600437,LYX01G,"MULYX CORUS MHDGEOEOD",ETFs,"ETFs Sonstige Bonds"
LU1459802754,A2APA5,"UBS-ETF BARC.C.TIPS 10+ UC.ETF",ETFs,"ETFs Sonstige Bonds"
LU1481201025,A2DHWB,BNPPE.-E.L.V.E.UEDEO,ETFs,"ETFs Europa Gesamt"
LU1481201298,A2DHWC,"BNPPE.-E.L.V.US UEDEO",ETFs,"ETFs Nordamerika"
LU1481201538,A2DHWF,BNPPE.-E.MO.EU.UEDEO,ETFs,"ETFs Europa Gesamt"
LU1481201611,A2DHWH,BNPPE.-E.QA.EU.UEDEO,ETFs,"ETFs Europa Gesamt"
LU1481201702,A2DHWG,BNPPE.-E.VA.EU.UEDEO,ETFs,"ETFs Europa Gesamt"
LU1481202692,A2DH5P,"BNPPE.-JPM GBI EMU UETFCE",ETFs,"ETFs Sonstige Bonds"
LU1481203070,A2DJG1,"BNPPE-MSCI JA.X CW UEEOHC",ETFs,"ETFs Asien"
LU1484799769,A2AQ6D,"UBS-ETF-BAR.MSCI EU.A.LCSU ETF",ETFs,"ETFs Europa Bonds"
LU1484799843,A2AQ6E,"UBS-BBMSCIEALCSUETF AAEO",ETFs,"ETFs Sonstige Bonds"
LU1523098561,LYX0V5,"LYX.IF-BTP MO.(-1X)IN. A",ETFs,"ETFs Europa Bonds"
LU1525418643,A2DJET,AIS-A.I.B.ECBBB1-5UCETFDR,ETFs,"ETFs Sonstige Bonds"
